feature,total_freq,doc_freq,prevalence,entropy,entropy_norm,gini,idf_like,idf_norm,weighted_score,prior_mult,eligible,final_raw,variant_likelihood,label,punct_penalty_applied,singleton_demoted,lexical_whitelist_applied
a for t,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,1.0,True,0.9142382564423792,0.947766263707773,variant,False,False,False
a for u,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.7,True,0.6399667795096654,0.663436384595441,reading,False,False,False
a for ā,45.0,8,0.8,2.8049671980944613,0.8443792634799852,0.42,0.10536051565782635,0.11771281421330697,0.21773230200135085,0.4,True,0.08709292080054035,0.09028689355412847,reading,True,False,False
a for āi,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
a for ā̊,5.0,3,0.3,1.3709505944546687,0.4126972515042214,0.78,0.9162907318741551,0.5934019907599334,0.7623477692614024,0.4,True,0.30493910770456095,0.3161221888615521,reading,True,False,False
a for ą,6.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.4,True,0.3656953025769517,0.3791065054831092,reading,True,False,False
a for ē,4.0,2,0.2,0.8112781244591328,0.24421905028821556,0.85,1.2039728043259361,0.762155411726687,0.9248480312401378,0.7,True,0.6473936218680965,0.6711355927434217,reading,False,False,False
a for ī,5.0,3,0.3,1.3709505944546687,0.4126972515042214,0.78,0.9162907318741551,0.5934019907599334,0.7623477692614024,0.7,True,0.5336434384829816,0.553213830507716,reading,False,False,False
a for ō,11.0,7,0.7,2.73215889136457,0.8224617792207841,0.4090909090909091,0.22314355131420976,0.1868039815198666,0.2797234368228334,0.7,True,0.19580640577598338,0.2029872457257515,reading,False,False,False
a for ōi,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
a for ū,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
a for ə,139.0,10,1.0,3.129812853912745,0.9421675498424263,0.25539568345323743,-0.0953101798043249,0.0,0.04682235695352663,0.7,True,0.032775649867468636,0.03397763656966671,reading,False,False,False
a for ə̄,5.0,4,0.4,1.9219280948873623,0.5785580060704263,0.66,0.6931471805599453,0.46250666826028447,0.6072325529538983,0.7,True,0.4250627870677288,0.4406511833228942,reading,False,False,False
a for ϑ,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
a for ṇ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
a for ạ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.4,False,0.0,0.0,reading,True,True,False
a inserted,294.0,10,1.0,2.974457634892926,0.8954009689345133,0.36394557823129253,-0.0953101798043249,0.0,0.08331314682962301,0.4,True,0.03332525873184921,0.034547401328715026,reading,True,False,False
ai deleted,16.0,5,0.5,2.149397470347699,0.64703311117894,0.625,0.5108256237659907,0.35555740248662016,0.5050910648940092,1.0,True,0.5050910648940092,0.5236143511097389,reading,False,False,False
ai for a,207.0,10,1.0,3.170165130267071,0.9543147954184008,0.21497584541062803,-0.0953101798043249,0.0,0.03428794832767938,1.0,True,0.03428794832767938,0.03554539579560683,reading,False,False,False
ai for au,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
ai for aē,27.0,7,0.7,2.383068983003922,0.7173752456206387,0.5592592592592592,0.22314355131420976,0.1868039815198666,0.33828283108495005,0.7,True,0.236797981759465,0.24548211239709194,reading,False,False,False
ai for i,12.0,6,0.6,2.5220552088742005,0.7592142685917218,0.48333333333333334,0.3566749439387324,0.2651330867011423,0.3759929627966087,0.7,True,0.2631950739576261,0.27284726942164655,reading,False,False,False
ai for ii,275.0,10,1.0,3.0796084872647067,0.9270545295680543,0.2861818181818182,-0.0953101798043249,0.0,0.057541494690546216,0.7,True,0.04027904628338235,0.04175620625444673,reading,False,False,False
ai for m,7.0,2,0.2,0.9852281360342515,0.29658322151842303,0.8142857142857143,1.2039728043259361,0.762155411726687,0.9054466255655247,1.0,True,0.9054466255655247,0.9386522159315634,variant,False,False,False
ai for r,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
ai for u,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,0.7,True,0.5229547546041365,0.5421331587983224,reading,False,False,False
ai for ā,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
ai for āi,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,0.4,True,0.2988312883452209,0.30979037645618424,reading,True,False,False
ai for ā̊,4.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,True,0.9009858421649845,0.9340278415007761,variant,False,False,False
ai for ē,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
ai for ī,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
ai for ə,22.0,7,0.7,2.6647069161207506,0.8021567114056103,0.4636363636363636,0.22314355131420976,0.1868039815198666,0.2974208140222318,0.7,True,0.20819456981556225,0.2158297229063492,reading,False,False,False
ai for ϑ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
ai inserted,22.0,7,0.7,2.313100666415769,0.696312683581491,0.6,0.22314355131420976,0.1868039815198666,0.35268052867796473,1.0,True,0.35268052867796473,0.36561443867850624,reading,False,False,False
au deleted,9.0,4,0.4,1.8365916681089791,0.55286918188735,0.7,0.6931471805599453,0.46250666826028447,0.6223703177905135,0.7,True,0.4356592224533595,0.45163622349517996,reading,False,False,False
au for a,36.0,6,0.6,1.9539684039196084,0.588203100159476,0.6944444444444444,0.3566749439387324,0.2651330867011423,0.4629729742608356,0.7,True,0.3240810819825849,0.33596615985448597,reading,False,False,False
au for aō,60.0,7,0.7,2.6810412667965324,0.8070738409187148,0.43666666666666665,0.22314355131420976,0.1868039815198666,0.28969496387718663,0.7,True,0.20278647471403063,0.21022329585953048,reading,False,False,False
au for h,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
au for i,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
au for u,7.0,5,0.5,2.235926350629032,0.6730808996348389,0.5857142857142857,0.5108256237659907,0.35555740248662016,0.4900600786314009,0.7,True,0.3430420550419806,0.3556224917418618,reading,False,False,False
au for uu,49.0,9,0.9,2.851323287340066,0.8583338368245886,0.4306122448979592,0.0,0.055908659020217785,0.16098629385957205,0.7,True,0.11269040570170043,0.11682311915410987,reading,False,False,False
au for v,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
au for āu,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.27999999999999997,False,0.0,0.0,reading,True,True,False
au for ō,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.7,False,0.0,0.0,reading,False,False,False
au inserted,3.0,3,0.3,1.584962500721156,0.47712125471966244,0.7,0.9162907318741551,0.5934019907599334,0.7294629686183141,0.7,True,0.5106240780328198,0.5293502773331971,reading,False,False,False
aē deleted,10.0,4,0.4,1.8464393446710154,0.55583362792012,0.7,0.6931471805599453,0.46250666826028447,0.6217774285839596,0.7,True,0.4352442000087717,0.45120598086543867,reading,False,False,False
aē for a,98.0,9,0.9,1.9466837834561947,0.5860102108929608,0.6979591836734694,0.0,0.055908659020217785,0.2822877537397752,0.7,True,0.19760142761784263,0.20484809669358675,reading,False,False,False
aē for ai,27.0,8,0.8,2.5787805576388956,0.7762903000843958,0.5222222222222223,0.10536051565782635,0.11771281421330697,0.2569056502360243,0.7,True,0.179833955165217,0.18642903485353224,reading,False,False,False
aē for au,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,0.7,True,0.5229547546041365,0.5421331587983224,reading,False,False,False
aē for e,13.0,4,0.4,1.5465935642949382,0.4655710539536465,0.7615384615384615,0.6931471805599453,0.46250666826028447,0.6552145587618697,0.7,True,0.4586501911333088,0.4754703436835111,reading,False,False,False
aē for i,8.0,4,0.4,1.75,0.5268024924119671,0.725,0.6931471805599453,0.46250666826028447,0.6338336556855901,0.7,True,0.4436835589799131,0.4599548378114305,reading,False,False,False
aē for ā,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
aē for ē,10.0,4,0.4,1.6854752972273344,0.5073786214160919,0.74,0.6931471805599453,0.46250666826028447,0.6414684298847653,0.7,True,0.44902790091933564,0.46549517366612736,reading,False,False,False
aē for ī,71.0,6,0.6,2.5261277916079212,0.760440238154395,0.4915492957746479,0.3566749439387324,0.2651330867011423,0.3778017594944027,0.7,True,0.2644612316460819,0.27415986111554735,reading,False,False,False
aē for ū,4.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
aē for ə,12.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.7,True,0.6306900895154891,0.6538194890505433,reading,False,False,False
aē for ə̄,7.0,5,0.5,2.2359263506290326,0.673080899634839,0.5857142857142857,0.5108256237659907,0.35555740248662016,0.4900600786314009,0.7,True,0.3430420550419806,0.3556224917418618,reading,False,False,False
aē inserted,9.0,4,0.4,1.6577427265048887,0.49903028577176306,0.7444444444444445,0.6931471805599453,0.46250666826028447,0.6442492081247422,0.7,True,0.4509744456873195,0.46751310438483407,reading,False,False,False
aō deleted,8.0,4,0.4,1.5487949406953985,0.4662337342819318,0.75,0.6931471805599453,0.46250666826028447,0.6521974073115973,0.7,True,0.45653818511811806,0.4732808837305499,reading,False,False,False
aō for a,1232.0,7,0.7,1.6522495287091732,0.4973766684631374,0.7271103896103897,0.22314355131420976,0.1868039815198666,0.4242453291042329,0.7,True,0.29697173037296304,0.3078626226140151,reading,False,False,False
aō for ai,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
aō for au,7.0,3,0.3,1.4488156357251847,0.4361369645402605,0.7571428571428571,0.9162907318741551,0.5934019907599334,0.7519455409399087,0.7,True,0.526361878657936,0.5456652328629368,reading,False,False,False
aō for d,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
aō for m,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
aō for o,17.0,3,0.3,1.548565226030918,0.46616458327747934,0.7352941176470589,0.9162907318741551,0.5934019907599334,0.7404778323185154,0.7,True,0.5183344826229608,0.537343446836418,reading,False,False,False
aō for u,5.0,4,0.4,1.9219280948873623,0.5785580060704263,0.66,0.6931471805599453,0.46250666826028447,0.6072325529538983,0.7,True,0.4250627870677288,0.4406511833228942,reading,False,False,False
aō for ā,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.7,True,0.6399667795096654,0.663436384595441,reading,False,False,False
aō for āi,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.7,True,0.6399667795096654,0.663436384595441,reading,False,False,False
aō for āu,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.7,True,0.6399667795096654,0.663436384595441,reading,False,False,False
aō for ą,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
aō for ō,85.0,8,0.8,2.6676471928877774,0.8030418229080393,0.4929411764705882,0.10536051565782635,0.11771281421330697,0.24423508423338708,0.7,True,0.17096455896337096,0.17723436985200555,reading,False,False,False
aō for ōi,62.0,8,0.8,2.919113141630534,0.8787406163677102,0.3387096774193548,0.10536051565782635,0.11771281421330697,0.19053745077864453,0.7,True,0.13337621554505116,0.1382675430434504,reading,False,False,False
aō for ū,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.7,True,0.6399667795096654,0.663436384595441,reading,False,False,False
aō inserted,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
b deleted,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.4,False,0.0,0.0,reading,True,True,False
b for d,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
b for e,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.7,False,0.0,0.0,reading,False,False,False
b for z,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
b for β,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,1.0,True,0.7470782208630522,0.7744759411404606,variant,False,False,False
c deleted,12.0,5,0.5,2.188721875540867,0.658870936703728,0.6166666666666667,0.5108256237659907,0.35555740248662016,0.5006401664557183,0.4,True,0.20025606658228734,0.2076000896616073,reading,True,False,False
c for h,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,False,0.0,0.0,reading,False,False,False
c for j,5.0,3,0.3,1.3709505944546687,0.4126972515042214,0.78,0.9162907318741551,0.5934019907599334,0.7623477692614024,1.0,True,0.7623477692614024,0.7903054721538801,variant,False,False,False
c for m,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
c for s,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
c for t,5.0,3,0.3,1.5219280948873621,0.45814600780483383,0.74,0.9162907318741551,0.5934019907599334,0.7432580180012798,1.0,True,0.7432580180012798,0.7705156393620193,variant,False,False,False
c for ą,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
c for ŋ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
c inserted,19.0,9,0.9,2.925853014561283,0.8807695202868293,0.38421052631578945,0.0,0.055908659020217785,0.1448987275215815,0.4,True,0.0579594910086326,0.060085048785221265,reading,True,False,False
d deleted,9.0,4,0.4,1.657742726504889,0.4990302857717631,0.7444444444444445,0.6931471805599453,0.46250666826028447,0.6442492081247422,0.4,True,0.2576996832498969,0.2671503453627624,reading,True,False,False
d for aē,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
d for g,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d for h,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,1.0,True,0.7470782208630522,0.7744759411404606,variant,False,False,False
d for i,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
d for m,6.0,2,0.2,0.6500224216483541,0.1956762467702946,0.8666666666666667,1.2039728043259361,0.762155411726687,0.9387232586103886,1.0,True,0.9387232586103886,0.9731492083156194,variant,False,False,False
d for p,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d for s,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
d for u,3.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
d for δ,51.0,8,0.8,2.685392078684488,0.8083835658024809,0.492156862745098,0.10536051565782635,0.11771281421330697,0.24297065722312622,1.0,True,0.24297065722312622,0.25188115938517164,reading,False,False,False
d for ϑ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d for ẏ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d inserted,16.0,6,0.6,2.3522170014624826,0.708087873750994,0.5875,0.3566749439387324,0.2651330867011423,0.4122599084314209,0.4,True,0.16490396337256838,0.1709515130600673,reading,True,False,False
e deleted,41.0,8,0.8,2.49752015554313,0.7518284815938542,0.5536585365853659,0.10536051565782635,0.11771281421330697,0.26965709252491854,0.4,True,0.10786283700996742,0.11181850825589508,reading,True,False,False
e for a,68.0,9,0.9,3.0693999628373207,0.9239814575039428,0.2852941176470588,0.0,0.055908659020217785,0.11152723791097614,1.0,True,0.11152723791097614,0.11561729432309717,reading,False,False,False
e for ai,11.0,6,0.6,2.4130884364257574,0.726412001554049,0.5545454545454546,0.3566749439387324,0.2651330867011423,0.4003564465071736,1.0,True,0.4003564465071736,0.41503878314387693,reading,False,False,False
e for aē,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
e for i,230.0,9,0.9,2.955625441992292,0.8897319139872922,0.3660869565217391,0.0,0.055908659020217785,0.13857535633297632,0.7,True,0.09700274943308342,0.10056014693295556,reading,False,False,False
e for o,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
e for ē,63.0,9,0.9,2.4831439152416928,0.7475008020382481,0.5634920634920635,0.0,0.055908659020217785,0.21637285546536625,0.27999999999999997,True,0.06058439953030254,0.06280622100113652,reading,True,False,False
e for ī,13.0,3,0.3,1.2957378005380122,0.3900559444776144,0.7923076923076923,0.9162907318741551,0.5934019907599334,0.7699529537436467,0.7,True,0.5389670676205527,0.5587326939566332,reading,False,False,False
e for ō,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
e for ū,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
e for ə,16.0,8,0.8,2.952819531114783,0.8888872506480022,0.2875,0.10536051565782635,0.11771281421330697,0.17570570456774745,0.7,True,0.12299399319742321,0.12750457177851424,reading,False,False,False
e for ə̄,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
e inserted,125.0,9,0.9,2.171462187102721,0.6536752527680312,0.6376,0.0,0.055908659020217785,0.25366494944639373,0.4,True,0.1014659797785575,0.1051870580458835,reading,True,False,False
f deleted,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.4,False,0.0,0.0,reading,True,True,False
f for h,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
f for p,12.0,4,0.4,1.7841591278514217,0.537085414520966,0.7166666666666667,0.6931471805599453,0.46250666826028447,0.629693737930457,1.0,True,0.629693737930457,0.6527865981028818,reading,False,False,False
f for ẏ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
f inserted,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.4,False,0.0,0.0,reading,True,True,False
g deleted,4.0,4,0.4,2.0,0.6020599913279624,0.6,0.6931471805599453,0.46250666826028447,0.587532155902391,0.4,True,0.23501286236095642,0.24363152702651206,reading,True,False,False
g for a,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
g for d,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,False,0.0,0.0,reading,False,False,False
g for o,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
g for p,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
g for γ,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,False,0.0,0.0,reading,False,False,False
g inserted,11.0,5,0.5,2.16264411804726,0.6510207494785012,0.6090909090909091,0.5108256237659907,0.35555740248662016,0.5003162645068243,0.4,True,0.20012650580272973,0.20746577747865164,reading,True,False,False
h deleted,144.0,9,0.9,3.1117232728629385,0.9367220433374398,0.2222222222222222,0.0,0.055908659020217785,0.09321114688806759,0.4,True,0.03728445875522703,0.03865179773412297,reading,True,False,False
h for a,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for ai,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for au,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.7,False,0.0,0.0,reading,False,True,False
h for g,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for i,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.7,False,0.0,0.0,reading,False,False,False
h for m,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for v,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for δ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h inserted,53.0,9,0.9,2.818566441582356,0.8484730436881797,0.44339622641509435,0.0,0.055908659020217785,0.16615444786613764,0.4,True,0.06646177914645506,0.06889914270938946,reading,True,False,False
i deleted,431.0,10,1.0,3.1619537876972554,0.9518429350002138,0.20208816705336427,-0.0953101798043249,0.0,0.031560400822000845,0.4,True,0.012624160328800338,0.013087128199856813,reading,True,False,False
i for a,208.0,9,0.9,3.0964856012011115,0.9321350471031509,0.25961538461538464,0.0,0.055908659020217785,0.10347683673321598,1.0,True,0.10347683673321598,0.10727165948247586,reading,False,False,False
i for ai,7.0,5,0.5,2.1280852788913944,0.6406175022772587,0.6142857142857143,0.5108256237659907,0.35555740248662016,0.503695615245774,1.0,True,0.503695615245774,0.5221677259111317,reading,False,False,False
i for au,35.0,7,0.7,2.5858673024119985,0.7784236228327147,0.5,0.22314355131420976,0.1868039815198666,0.31125834082771997,0.7,True,0.21788083857940396,0.22587121776929595,reading,False,False,False
i for aē,11.0,4,0.4,1.9808259362290785,0.5962880229941411,0.6272727272727273,0.6931471805599453,0.46250666826028447,0.5955047313873372,0.7,True,0.416853311971136,0.43214064081991793,reading,False,False,False
