feature,total_freq,doc_freq,prevalence,entropy,entropy_norm,gini,idf_like,idf_norm,weighted_score,prior_mult,eligible,final_raw,variant_likelihood,label,punct_penalty_applied,singleton_demoted,lexical_whitelist_applied
b deleted,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.38,False,0.0,0.0,reading,True,True,False
b for d,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
b for e,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.68,False,0.0,0.0,reading,False,False,False
b for z,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
b for β,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,1.0,True,0.7470782208630522,0.7744759411404606,variant,False,False,False
c deleted,12.0,5,0.5,2.188721875540867,0.658870936703728,0.6166666666666667,0.5108256237659907,0.35555740248662016,0.5006401664557183,0.38,True,0.19024326325317295,0.19722008517852693,reading,True,False,False
c for h,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,False,0.0,0.0,reading,False,False,False
c for j,5.0,3,0.3,1.3709505944546687,0.4126972515042214,0.78,0.9162907318741551,0.5934019907599334,0.7623477692614024,1.0,True,0.7623477692614024,0.7903054721538801,variant,False,False,False
c for m,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
c for s,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
c for t,5.0,3,0.3,1.5219280948873621,0.45814600780483383,0.74,0.9162907318741551,0.5934019907599334,0.7432580180012798,1.0,True,0.7432580180012798,0.7705156393620193,variant,False,False,False
c for ą,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
c for ŋ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
c inserted,19.0,9,0.9,2.925853014561283,0.8807695202868293,0.38421052631578945,0.0,0.055908659020217785,0.1448987275215815,0.38,True,0.055061516458200975,0.0570807963459602,reading,True,False,False
d deleted,9.0,4,0.4,1.657742726504889,0.4990302857717631,0.7444444444444445,0.6931471805599453,0.46250666826028447,0.6442492081247422,0.38,True,0.24481469908740203,0.2537928280946242,reading,True,False,False
d for aē,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
d for g,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d for h,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,1.0,True,0.7470782208630522,0.7744759411404606,variant,False,False,False
d for i,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
d for m,6.0,2,0.2,0.6500224216483541,0.1956762467702946,0.8666666666666667,1.2039728043259361,0.762155411726687,0.9387232586103886,1.0,True,0.9387232586103886,0.9731492083156194,variant,False,False,False
d for p,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d for s,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
d for u,3.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
d for δ,51.0,8,0.8,2.685392078684488,0.8083835658024809,0.492156862745098,0.10536051565782635,0.11771281421330697,0.24297065722312622,1.0,True,0.24297065722312622,0.25188115938517164,reading,False,False,False
d for ϑ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d for ẏ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d inserted,16.0,6,0.6,2.3522170014624826,0.708087873750994,0.5875,0.3566749439387324,0.2651330867011423,0.4122599084314209,0.38,True,0.15665876520393995,0.16240393740706396,reading,True,False,False
e deleted,41.0,8,0.8,2.49752015554313,0.7518284815938542,0.5536585365853659,0.10536051565782635,0.11771281421330697,0.26965709252491854,0.38,True,0.10246969515946905,0.10622758284310033,reading,True,False,False
e for a,68.0,9,0.9,3.0693999628373207,0.9239814575039428,0.2852941176470588,0.0,0.055908659020217785,0.11152723791097614,1.0,True,0.11152723791097614,0.11561729432309717,reading,False,False,False
e for ai,11.0,6,0.6,2.4130884364257574,0.726412001554049,0.5545454545454546,0.3566749439387324,0.2651330867011423,0.4003564465071736,1.0,True,0.4003564465071736,0.41503878314387693,reading,False,False,False
e for aē,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
e for i,230.0,9,0.9,2.955625441992292,0.8897319139872922,0.3660869565217391,0.0,0.055908659020217785,0.13857535633297632,0.68,True,0.0942312423064239,0.09768699987772828,reading,False,False,False
e for o,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
e for ē,63.0,9,0.9,2.4831439152416928,0.7475008020382481,0.5634920634920635,0.0,0.055908659020217785,0.21637285546536625,0.2584,True,0.05591074585225064,0.057961169666763145,reading,True,False,False
e for ī,13.0,3,0.3,1.2957378005380122,0.3900559444776144,0.7923076923076923,0.9162907318741551,0.5934019907599334,0.7699529537436467,0.68,True,0.5235680085456798,0.5427689027007294,reading,False,False,False
e for ō,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
e for ū,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
e for ə,16.0,8,0.8,2.952819531114783,0.8888872506480022,0.2875,0.10536051565782635,0.11771281421330697,0.17570570456774745,0.68,True,0.11947987910606828,0.12386158401341384,reading,False,False,False
e for ə̄,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
e inserted,125.0,9,0.9,2.171462187102721,0.6536752527680312,0.6376,0.0,0.055908659020217785,0.25366494944639373,0.38,True,0.09639268078962962,0.09992770514358934,reading,True,False,False
f deleted,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.38,False,0.0,0.0,reading,True,True,False
f for h,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
f for p,12.0,4,0.4,1.7841591278514217,0.537085414520966,0.7166666666666667,0.6931471805599453,0.46250666826028447,0.629693737930457,1.0,True,0.629693737930457,0.6527865981028818,reading,False,False,False
f for ẏ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
f inserted,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.38,False,0.0,0.0,reading,True,True,False
g deleted,4.0,4,0.4,2.0,0.6020599913279624,0.6,0.6931471805599453,0.46250666826028447,0.587532155902391,0.38,True,0.2232622192429086,0.23144995067518645,reading,True,False,False
g for a,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
g for d,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,False,0.0,0.0,reading,False,False,False
g for o,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
g for p,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
g for γ,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,False,0.0,0.0,reading,False,False,False
g inserted,11.0,5,0.5,2.16264411804726,0.6510207494785012,0.6090909090909091,0.5108256237659907,0.35555740248662016,0.5003162645068243,0.38,True,0.19012018051259325,0.19709248860471906,reading,True,False,False
h deleted,144.0,9,0.9,3.1117232728629385,0.9367220433374398,0.2222222222222222,0.0,0.055908659020217785,0.09321114688806759,0.38,True,0.03542023581746568,0.03671920784741682,reading,True,False,False
h for a,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for ai,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for au,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.68,False,0.0,0.0,reading,False,True,False
h for g,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for i,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.68,False,0.0,0.0,reading,False,False,False
h for m,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for v,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for δ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h inserted,53.0,9,0.9,2.818566441582356,0.8484730436881797,0.44339622641509435,0.0,0.055908659020217785,0.16615444786613764,0.38,True,0.0631386901891323,0.06545418557391999,reading,True,False,False
i deleted,431.0,10,1.0,3.1619537876972554,0.9518429350002138,0.20208816705336427,-0.0953101798043249,0.0,0.031560400822000845,0.38,True,0.011992952312360321,0.012432771789863973,reading,True,False,False
i for a,208.0,9,0.9,3.0964856012011115,0.9321350471031509,0.25961538461538464,0.0,0.055908659020217785,0.10347683673321598,1.0,True,0.10347683673321598,0.10727165948247586,reading,False,False,False
i for ai,7.0,5,0.5,2.1280852788913944,0.6406175022772587,0.6142857142857143,0.5108256237659907,0.35555740248662016,0.503695615245774,1.0,True,0.503695615245774,0.5221677259111317,reading,False,False,False
i for au,35.0,7,0.7,2.5858673024119985,0.7784236228327147,0.5,0.22314355131420976,0.1868039815198666,0.31125834082771997,0.68,True,0.2116556717628496,0.219417754404459,reading,False,False,False
i for aē,11.0,4,0.4,1.9808259362290785,0.5962880229941411,0.6272727272727273,0.6931471805599453,0.46250666826028447,0.5955047313873372,0.68,True,0.4049432173433893,0.4197937653679203,reading,False,False,False
