feature,label_baseline,variant_likelihood_baseline,label_plus,variant_likelihood_plus,label_minus,variant_likelihood_minus,changed_label,abs_diff_plus
ē deleted,reading,0.3791065054831092,reading,0.3980618307572646,reading,0.3601511802089537,False,0.018955325274155388
ń deleted,reading,0.3791065054831092,reading,0.3980618307572646,reading,0.3601511802089537,False,0.018955325274155388
aē for ə,reading,0.6538194890505433,reading,0.6725000458805589,reading,0.6351389322205279,False,0.01868055683001557
i for n,reading,0.6538194890505433,reading,0.6725000458805589,reading,0.6351389322205279,False,0.01868055683001557
ī inserted,reading,0.2212918315181533,reading,0.2389951780396056,reading,0.2042207473724673,False,0.017703346521452307
ṇ deleted,reading,0.2168532635193289,reading,0.2342015246008753,reading,0.200124583190695,False,0.017348261081546384
y inserted,reading,0.3316618282039246,reading,0.3482449196141208,reading,0.3150787367937284,False,0.016583091410196205
ą for ą̇,reading,0.3256088718466946,reading,0.3418893154390293,reading,0.3093284282543598,False,0.01628044359233466
ϑ inserted,reading,0.3222896640410275,reading,0.3384041472430788,reading,0.3061751808389761,False,0.016114483202051333
ā for u,reading,0.5639959727482567,reading,0.5801101433982069,reading,0.5478818020983065,False,0.016114170649950132
ō for o,reading,0.321174463505866,reading,0.3372331866811593,reading,0.3051157403305727,False,0.016058723175293332
e for ī,reading,0.5587326939566332,reading,0.574696485212537,reading,0.5427689027007294,False,0.01596379125590386
u for ī,reading,0.5539082861871348,reading,0.5697342372210529,reading,0.5380823351532167,False,0.01582595103391804
a for ī,reading,0.553213830507716,reading,0.5690199399507937,reading,0.5374077210646385,False,0.0158061094430777
uu for v,reading,0.553213830507716,reading,0.5690199399507937,reading,0.5374077210646385,False,0.0158061094430777
ā for ē,reading,0.553213830507716,reading,0.5690199399507937,reading,0.5374077210646385,False,0.0158061094430777
a for ā̊,reading,0.3161221888615521,reading,0.3319282983046296,reading,0.3003160794184744,False,0.015806109443077532
ŋ inserted,reading,0.3161221888615521,reading,0.3319282983046296,reading,0.3003160794184744,False,0.015806109443077532
i for u,reading,0.5469416065707711,reading,0.5625685096156503,reading,0.531314703525892,False,0.015626903044879237
ə̄u for ə,reading,0.5469416065707711,reading,0.5625685096156503,reading,0.531314703525892,False,0.015626903044879237
p deleted,reading,0.3125380608975835,reading,0.3281649639424626,reading,0.2969111578527043,False,0.01562690304487907
ą for ā,reading,0.3125380608975835,reading,0.3281649639424626,reading,0.2969111578527043,False,0.01562690304487907
aō for au,reading,0.5456652328629368,reading,0.5612556680875922,reading,0.5300747976382816,False,0.015590435224655419
ai for u,reading,0.5421331587983224,reading,0.5576226776211316,reading,0.5266436399755132,False,0.015489518822809245
ai for āi,reading,0.3097903764561842,reading,0.3252798952789934,reading,0.294300857633375,False,0.015489518822809245
aē for au,reading,0.5421331587983224,reading,0.5576226776211316,reading,0.5266436399755132,False,0.015489518822809245
x inserted,reading,0.3097903764561842,reading,0.3252798952789934,reading,0.294300857633375,False,0.015489518822809245
ā for ə,reading,0.5421331587983224,reading,0.5576226776211316,reading,0.5266436399755132,False,0.015489518822809245
ą for ā̊,reading,0.3097903764561842,reading,0.3252798952789934,reading,0.294300857633375,False,0.015489518822809245
ū for a,reading,0.5421331587983224,reading,0.5576226776211316,reading,0.5266436399755132,False,0.015489518822809245
ϑ for i,reading,0.5421331587983224,reading,0.5576226776211316,reading,0.5266436399755132,False,0.015489518822809245
ā for i,reading,0.5393609475534135,reading,0.5547712603406539,reading,0.5239506347661731,False,0.015410312787240477
ā for ī,reading,0.5393609475534135,reading,0.5547712603406539,reading,0.5239506347661731,False,0.015410312787240477
ā̊ for a,reading,0.3082062557448077,reading,0.3236165685320481,reading,0.2927959429575673,False,0.015410312787240421
aō for o,reading,0.537343446836418,reading,0.5526961167460299,reading,0.5219907769268061,False,0.015352669909611927
u for i,reading,0.5357703164670065,reading,0.5510780397946352,reading,0.5204625931393777,False,0.015307723327628753
u for ou,reading,0.5357703164670065,reading,0.5510780397946352,reading,0.5204625931393777,False,0.015307723327628753
z inserted,reading,0.3061544665525751,reading,0.3214621898802038,reading,0.2908467432249463,False,0.015307723327628697
ą deleted,reading,0.3049090344151285,reading,0.3201544861358849,reading,0.2896635826943721,False,0.015245451720756364
au inserted,reading,0.5293502773331971,reading,0.5444745709712883,reading,0.5142259836951057,False,0.015124293638091202
ī for u,reading,0.5293502773331971,reading,0.5444745709712883,reading,0.5142259836951057,False,0.015124293638091202
ōi for ii,reading,0.5293502773331971,reading,0.5444745709712883,reading,0.5142259836951057,False,0.015124293638091202
ū for u,reading,0.1863338597139054,reading,0.2012405684910178,reading,0.1719595333931184,False,0.014906708777112393
u for ū,reading,0.1808353022626053,reading,0.1953021264436137,reading,0.1668851503737758,False,0.014466824181008392
š́ for ṣ̌,reading,0.1768077311801129,reading,0.190952349674522,reading,0.1631682776319328,False,0.014144618494409095
n for ṇ,reading,0.1745221775855593,reading,0.1884839517924041,reading,0.1610590381718162,False,0.013961774206844801
y for ẏ,reading,0.276729789553459,reading,0.2905662790311319,reading,0.262893300075786,False,0.013836489477672909
aē for e,reading,0.4754703436835111,reading,0.4890552106458971,reading,0.4618854767211251,False,0.013584866962385977
aō deleted,reading,0.4732808837305499,reading,0.4868031946942799,reading,0.45975857276682,False,0.013522310963730022
aē inserted,reading,0.467513104384834,reading,0.4808706216529723,reading,0.454155587116696,False,0.013357517268138275
d deleted,reading,0.2671503453627624,reading,0.2805078626309004,reading,0.2537928280946242,False,0.013357517268137997
aē for ē,reading,0.4654951736661273,reading,0.4787950357708739,reading,0.4521953115613809,False,0.013299862104746596
a for aō,reading,0.464820600047849,reading,0.4781011886206446,reading,0.4515400114750533,False,0.013280588572795626
āu for aō,reading,0.4615902924537395,reading,0.4747785865238464,reading,0.4484019983836327,False,0.01318829407010691
aē for i,reading,0.4599548378114305,reading,0.4730964046060427,reading,0.4468132710168182,False,0.013141566794612203
ū for i,reading,0.4535633970788678,reading,0.4665223512811212,reading,0.4406044428766145,False,0.012958954202253403
ə̄ for aē,reading,0.4535633970788678,reading,0.4665223512811212,reading,0.4406044428766145,False,0.012958954202253403
au deleted,reading,0.4516362234951799,reading,0.4645401155950422,reading,0.4387323313953177,False,0.012903892099862313
uu deleted,reading,0.4513837261675333,reading,0.4642804040580343,reading,0.4384870482770324,False,0.012896677890500974
aē deleted,reading,0.4512059808654386,reading,0.4640975803187369,reading,0.4383143814121405,False,0.012891599453298264
s for š,reading,0.1600667477658797,reading,0.1728720875871501,reading,0.1477187415096547,False,0.012805339821270384
ī for a,reading,0.4440841143063181,reading,0.4567722318579273,reading,0.4313959967547091,False,0.012688117551609202
uu inserted,reading,0.4420193279502823,reading,0.4546484516060047,reading,0.42939020429456,False,0.012629123655722385
ū for aē,reading,0.4420193279502823,reading,0.4546484516060047,reading,0.42939020429456,False,0.012629123655722385
ə for ī,reading,0.4420193279502824,reading,0.4546484516060048,reading,0.4293902042945601,False,0.012629123655722385
a for ə̄,reading,0.4406511833228942,reading,0.4532412171321197,reading,0.4280611495136687,False,0.012590033809225465
aō for u,reading,0.4406511833228942,reading,0.4532412171321197,reading,0.4280611495136687,False,0.012590033809225465
ā for ō,reading,0.4406511833228942,reading,0.4532412171321197,reading,0.4280611495136687,False,0.012590033809225465
ē for aē,reading,0.4406511833228942,reading,0.4532412171321197,reading,0.4280611495136687,False,0.012590033809225465
ū for ē,reading,0.4406511833228942,reading,0.4532412171321197,reading,0.4280611495136687,False,0.012590033809225465
i for aē,reading,0.4321406408199179,reading,0.4444875162719156,reading,0.4197937653679203,False,0.012346875451997696
ū deleted,reading,0.1538962544237782,reading,0.1662079547776805,reading,0.1420242576539439,False,0.012311700353902305
a for n,reading,0.4263551722963961,reading,0.4385367486477217,reading,0.4141735959450705,False,0.012181576351325607
āu for uu,reading,0.4263551722963961,reading,0.4385367486477217,reading,0.4141735959450705,False,0.012181576351325607
ī for ē,reading,0.4263551722963961,reading,0.4385367486477217,reading,0.4141735959450705,False,0.012181576351325607
ə̄ for ī,reading,0.4263551722963961,reading,0.4385367486477217,reading,0.4141735959450705,False,0.012181576351325607
g deleted,reading,0.243631527026512,reading,0.2558131033778376,reading,0.2314499506751864,False,0.01218157635132558
ṇ for n,reading,0.149565865598933,reading,0.1615311348468477,reading,0.1380279273955868,False,0.01196526924791469
ī deleted,reading,0.1405923448938125,reading,0.1518397324853175,reading,0.1297466497162898,False,0.01124738759150501
o for ō,reading,0.1361965538673362,reading,0.1470922781767231,reading,0.1256899625689989,False,0.0108957243093869
p inserted,reading,0.214834218304993,reading,0.2255759292202426,reading,0.2040925073897433,False,0.010741710915249614
ą for ə,reading,0.3696196787561791,reading,0.3801802410063557,reading,0.3590591165060026,False,0.010560562250176597
ō for aō,reading,0.365536678204936,reading,0.3759805832965057,reading,0.3550927731133665,False,0.010443905091569672
i for ə̄,reading,0.3655174081377921,reading,0.3759607626560148,reading,0.3550740536195695,False,0.010443354518222703
c deleted,reading,0.2076000896616073,reading,0.2179800941446876,reading,0.1972200851785269,False,0.010380004483080296
g inserted,reading,0.2074657774786516,reading,0.2178390663525842,reading,0.197092488604719,False,0.010373288873932601
v deleted,reading,0.2068135043831174,reading,0.2171541796022733,reading,0.1964728291639615,False,0.010340675219155882
o inserted,reading,0.2033660342859497,reading,0.2135343360002471,reading,0.1931977325716522,False,0.01016830171429739
au for u,reading,0.3556224917418618,reading,0.3657831343630578,reading,0.3454618491206658,False,0.010160642621196037
aē for ə̄,reading,0.3556224917418618,reading,0.3657831343630578,reading,0.3454618491206658,False,0.010160642621196037
y for i,reading,0.3556224917418618,reading,0.3657831343630578,reading,0.3454618491206658,False,0.010160642621196037
ə for e,reading,0.3541265083892739,reading,0.3642444086289675,reading,0.3440086081495804,False,0.010117900239693611
ē for ī,reading,0.353684131326243,reading,0.3637893922212785,reading,0.3435788704312075,False,0.010105260895035495
δ deleted,reading,0.2017507743969401,reading,0.2118383131167871,reading,0.1916632356770931,False,0.010087538719846995
δ inserted,reading,0.2008462069911608,reading,0.2108885173407188,reading,0.1908038966416027,False,0.01004231034955802
ŋ for ṇ,reading,0.3514808622345314,reading,0.3615231725840894,reading,0.3414385518849734,False,0.010042310349557992
au for a,reading,0.3359661598544859,reading,0.3455651929931856,reading,0.3263671267157864,False,0.009599033138699697
n for ń,reading,0.178025025784081,reading,0.1869262770732851,reading,0.169123774494877,False,0.008901251289204104
s inserted,reading,0.1777422365636417,reading,0.1866293483918238,reading,0.1688551247354597,False,0.00888711182818211
aō for a,reading,0.3078626226140151,reading,0.316658697545844,reading,0.2990665476821861,False,0.008796074931828934
ī for ə̄,reading,0.307829568631898,reading,0.3166246991642379,reading,0.2990344380995581,False,0.008795130532339934
ō inserted,reading,0.1713606148996265,reading,0.1799286456446078,reading,0.1627925841546452,False,0.008568030744981303
d inserted,reading,0.1709515130600673,reading,0.1794990887130706,reading,0.1624039374070639,False,0.008547575653003292
ā for e,reading,0.2984954862702971,reading,0.3070239287351627,reading,0.2899670438054315,False,0.008528442464865615
i for ē,reading,0.2950888209164279,reading,0.3035199300854688,reading,0.2866577117473872,False,0.008431109169040885
v for uu,reading,0.2884196832273007,reading,0.2966602456052237,reading,0.2801791208493779,False,0.008240562377922978
r deleted,reading,0.1598999422301363,reading,0.167894939341643,reading,0.1519049451186294,False,0.007994997111506724
ōi for aō,reading,0.2790887780512703,reading,0.2870627431384495,reading,0.2711148129640912,False,0.00797396508717918
ē for ə̄,reading,0.2789877238341839,reading,0.2869588016580178,reading,0.2710166460103501,False,0.007971077823833883
āu for au,reading,0.098430722645358,reading,0.1063051804569866,reading,0.0908374954698589,False,0.007874457811628599
aē for ī,reading,0.2741598611155473,reading,0.281993000004563,reading,0.2663267222265317,False,0.007833138889015712
ai for i,reading,0.2728472694216465,reading,0.2806429056908365,reading,0.2650516331524567,False,0.007795636269189998
r inserted,reading,0.1535554916391373,reading,0.1612332662210941,reading,0.1458777170571804,False,0.007677774581956814
ē for i,reading,0.2647395961862817,reading,0.2723035846487468,reading,0.2571756077238165,False,0.007563988462465143
ō deleted,reading,0.1440386633248143,reading,0.151240596491055,reading,0.1368367301585736,False,0.007201933166240709
ī for ə,reading,0.2480731825070995,reading,0.2551609877215881,reading,0.2409853772926109,False,0.007087805214488568
ai for aē,reading,0.2454821123970919,reading,0.2524958870370088,reading,0.2384683377571751,False,0.007013774639916925
ī for aē,reading,0.2416382379842569,reading,0.24854218764095,reading,0.2347342883275639,False,0.006903949656693109
u for ō,reading,0.2413539612242424,reading,0.2482497886877921,reading,0.2344581337606926,False,0.006895827463549692
ə for ə̄,reading,0.0857249431346303,reading,0.0925829385854007,reading,0.0791118760928159,False,0.006857995450770399
š for s,reading,0.0851107232383725,reading,0.0919195810974423,reading,0.0785450388742695,False,0.006808857859069803
ā inserted,reading,0.1361394511752263,reading,0.1429464237339876,reading,0.129332478616465,False,0.0068069725587613095
ϑ deleted,reading,0.1353268683683063,reading,0.1420932117867216,reading,0.128560524949891,False,0.00676634341841531
ṣ̌ for š,reading,0.0845071556852037,reading,0.0912677281400201,reading,0.0779880322466309,False,0.006760572454816399
i for ī,reading,0.0824346394859776,reading,0.0890294106448558,reading,0.0760753958684879,False,0.0065947711588782015
s deleted,reading,0.1300151456414885,reading,0.1365159029235629,reading,0.1235143883594141,False,0.0065007572820743875
i for au,reading,0.2258712177692959,reading,0.232324681134133,reading,0.219417754404459,False,0.006453463364837098
ou for aō,reading,0.2258389727925644,reading,0.232291514872352,reading,0.2193864307127769,False,0.006452542079787599
ē inserted,reading,0.1284523693545104,reading,0.1348749878222359,reading,0.1220297508867849,False,0.006422618467725488
ou for ō,reading,0.2198587178252571,reading,0.2261403954774073,reading,0.2135770401731069,False,0.006281677652150208
a for aē,reading,0.2169967168748962,reading,0.2231966230713218,reading,0.2107968106784706,False,0.006199906196425603
ŋ for ŋ́,reading,0.123410358642138,reading,0.1295808765742449,reading,0.1172398407100311,False,0.00617051793210692
ai for ə,reading,0.2158297229063492,reading,0.2219962864179591,reading,0.2096631593947392,False,0.006166563511609907
m deleted,reading,0.1232993377840127,reading,0.1294643046732133,reading,0.1171343708948121,False,0.006164966889200596
au for aō,reading,0.2102232958595304,reading,0.2162296757412313,reading,0.2042169159778296,False,0.006006379881700913
š for š́,reading,0.074372371850381,reading,0.0803221615984115,reading,0.0686350745933516,False,0.0059497897480305095
aē for a,reading,0.2048480966935867,reading,0.2107008994562606,reading,0.1989952939309128,False,0.005852802762673914
a for ō,reading,0.2029872457257515,reading,0.2087868813179158,reading,0.1971876101335872,False,0.005799635592164315
ī for e,reading,0.2012040607189562,reading,0.2069527481680693,reading,0.1954553732698432,False,0.00574868744911311
ā deleted,reading,0.1125275644518139,reading,0.1181539426744045,reading,0.1069011862292232,False,0.0056263782225906
v for u,reading,0.1960230741250092,reading,0.2016237333857238,reading,0.1904224148642947,False,0.005600659260714624
e deleted,reading,0.111818508255895,reading,0.1174094336686898,reading,0.1062275828431003,False,0.005590925412794809
š inserted,reading,0.0690520898177361,reading,0.074576257003155,reading,0.0637252143175108,False,0.005524167185418899
aē for ai,reading,0.1864290348535322,reading,0.1917555787064903,reading,0.1811024910005741,False,0.005326543852958082
e inserted,reading,0.1051870580458835,reading,0.1104464109481776,reading,0.0999277051435893,False,0.0052593529022940955
n deleted,reading,0.1045018137296189,reading,0.1097269044160998,reading,0.0992767230431379,False,0.005225090686480888
ā for ā̊,reading,0.1015603210016419,reading,0.106638337051724,reading,0.0964823049515598,False,0.005078016050082096
aō for ō,reading,0.1772343698520055,reading,0.1822982089906342,reading,0.1721705307133768,False,0.005063839138628706
ṣ̌ for š́,reading,0.0632743060991369,reading,0.0683362505870678,reading,0.0583931453429178,False,0.005061944487930903
e for ē,reading,0.0628062210011365,reading,0.0678307186812274,reading,0.0579611696667631,False,0.005024497680090903
š for ṣ̌,reading,0.0623646098043922,reading,0.0673537785887435,reading,0.0575536256194819,False,0.004989168784351301
ū for ī,reading,0.1692478126058114,reading,0.1740834643945489,reading,0.1644121608170739,False,0.004835651788737488
āi for ai,reading,0.0939429786126228,reading,0.0986401275432539,reading,0.0892458296819916,False,0.004697148930631098
t deleted,reading,0.093430970253852,reading,0.0981025187665446,reading,0.0887594217411594,False,0.004671548512692608
a for ā,reading,0.0902868935541284,reading,0.0948012382318349,reading,0.085772548876422,False,0.004514344677706492
ii inserted,reading,0.1561542070059763,reading,0.1606157557775757,reading,0.151692658234377,False,0.004461548771599405
ə for i,reading,0.152047725542017,reading,0.1563919462717889,reading,0.1477035048122451,False,0.0043442207297718916
ą for a,reading,0.0848457474297409,reading,0.089088034801228,reading,0.0806034600582539,False,0.004242287371487102
ii deleted,reading,0.1418904213382981,reading,0.1459444333765353,reading,0.1378364093000611,False,0.004054012038237187
t inserted,reading,0.0803131185551166,reading,0.0843287744828725,reading,0.0762974626273608,False,0.004015655927755907
aō for ōi,reading,0.1382675430434504,reading,0.1422180442732633,reading,0.1343170418136375,False,0.003950501229812886
ōi for ō,reading,0.1292061451058984,reading,0.1328977492517812,reading,0.1255145409600156,False,0.003691604145882793
e for ə,reading,0.1275045717785142,reading,0.1311475595436146,reading,0.1238615840134138,False,0.003642987765100386
ṇ inserted,reading,0.045325608800209,reading,0.0489516575042257,reading,0.0418290618356215,False,0.003626048704016699
h inserted,reading,0.0688991427093894,reading,0.0723440998448589,reading,0.0654541855739199,False,0.0034449571354694952
ē for e,reading,0.0427148309929405,reading,0.0461320174723757,reading,0.0394196868877708,False,0.0034171864794351955
au for uu,reading,0.1168231191541098,reading,0.120160922558513,reading,0.1134853157497067,False,0.0033378034044032057
a for i,reading,0.1164627861752498,reading,0.1197902943516855,reading,0.1131352779988141,False,0.003327508176435706
uu for u,reading,0.111771741061403,reading,0.1149652193774431,reading,0.1085782627453629,False,0.0031934783160400965
ə for ə̄u,reading,0.1095692106100701,reading,0.1126997594846436,reading,0.1064386617354967,False,0.003130548874573494
n inserted,reading,0.0622398689449726,reading,0.0653518623922212,reading,0.059127875497724,False,0.0031119934472485997
ŋ́ for ŋ,reading,0.060489686329931,reading,0.0635141706464276,reading,0.0574652020134344,False,0.0030244843164966007
c inserted,reading,0.0600850487852212,reading,0.0630893012244823,reading,0.0570807963459602,False,0.0030042524392610917
u for uu,reading,0.1045249306990013,reading,0.1075113572904013,reading,0.1015385041076012,False,0.0029864265913999988
ə inserted,reading,0.0586812413070699,reading,0.0616153033724234,reading,0.0557471792417164,False,0.0029340620653535016
e for i,reading,0.1005601469329555,reading,0.1034332939881828,reading,0.0976869998777282,False,0.0028731470552273014
š́ for š,reading,0.0356046555665177,reading,0.0384530280118391,reading,0.0328580107085292,False,0.0028483724453213996
ii for i,reading,0.0969554029505011,reading,0.0997255573205155,reading,0.0941852485804869,False,0.002770154370014391
š deleted,reading,0.0345878791173688,reading,0.0373549094467583,reading,0.0319196712997432,False,0.0027670303293895054
ń for n,reading,0.03367700884437,reading,0.0363711695519196,reading,0.03107906816209,False,0.0026941607075496032
ī for i,reading,0.0332912192868432,reading,0.0359545168297907,reading,0.0307230395132868,False,0.0026632975429475014
i for ii,reading,0.0928974145386104,reading,0.0955516263825707,reading,0.0902432026946501,False,0.002654211843960294
uu for au,reading,0.0904744170556801,reading,0.0930594004001281,reading,0.0878894337112321,False,0.002584983344447997
u deleted,reading,0.0503547306854404,reading,0.0528724672197124,reading,0.0478369941511684,False,0.0025177365342720012
m inserted,reading,0.049687595400062,reading,0.0521719751700651,reading,0.0472032156300589,False,0.0024843797700031048
u inserted,reading,0.0457963500353428,reading,0.04808616753711,reading,0.0435065325335757,False,0.0022898175017672037
a deleted,reading,0.0432563608560067,reading,0.045419178898807,reading,0.0410935428132063,False,0.002162818042800302
ā for a,reading,0.0401736892816711,reading,0.0421823737457546,reading,0.0381650048175875,False,0.0020086844640834975
h deleted,reading,0.0386517977341229,reading,0.0405843876208291,reading,0.0367192078474168,False,0.0019325898867062
ii for ai,reading,0.0648500062140375,reading,0.0667028635344386,reading,0.0629971488936365,False,0.0018528573204011078
i for ə,reading,0.062642755975217,reading,0.0644325490030804,reading,0.0608529629473537,False,0.0017897930278634039
a inserted,reading,0.034547401328715,reading,0.0362747713951507,reading,0.0328200312622792,False,0.001727370066435703
ā̊ for ā,reading,0.0320675440218941,reading,0.0336709212229888,reading,0.0304641668207994,False,0.0016033772010946995
a for e,reading,0.0534979135275633,reading,0.0550264253426365,reading,0.05196940171249,False,0.0015285118150731997
i for e,reading,0.0494391569934288,reading,0.0508517043360982,reading,0.0480266096507594,False,0.0014125473426694
ai for ii,reading,0.0417562062544467,reading,0.0429492407188594,reading,0.0405631717900339,False,0.0011930344644127053
i inserted,reading,0.0229223601964532,reading,0.0240684782062759,reading,0.0217762421866305,False,0.0011461180098226997
ə deleted,reading,0.0228104464827499,reading,0.0239509688068874,reading,0.0216699241586124,False,0.0011405223241374995
ə̄ for ə,reading,0.0140691814112134,reading,0.0151947159241105,reading,0.0129838445594912,False,0.001125534512897099
a for ə,reading,0.0339776365696667,reading,0.0349484261859429,reading,0.0330068469533905,False,0.0009707896162761964
i deleted,reading,0.0130871281998568,reading,0.0137414846098496,reading,0.0124327717898639,False,0.0006543564099928002
  deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
  inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
", inserted",reading,0.0,reading,0.0,reading,0.0,False,0.0
. deleted,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for ai,reading,0.138384771864192,reading,0.138384771864192,reading,0.138384771864192,False,0.0
a for au,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for c,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for h,variant,0.7562146819045672,variant,0.7562146819045672,variant,0.7562146819045672,False,0.0
a for ii,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for m,reading,0.6295016904612775,reading,0.6295016904612775,reading,0.6295016904612775,False,0.0
a for o,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for t,variant,0.947766263707773,variant,0.947766263707773,variant,0.947766263707773,False,0.0
a for āi,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for ōi,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for ū,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for ϑ,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for ṇ,reading,0.0,reading,0.0,reading,0.0,False,0.0
a for ạ,reading,0.0,reading,0.0,reading,0.0,False,0.0
ai deleted,reading,0.5236143511097389,reading,0.5236143511097389,reading,0.5236143511097389,False,0.0
ai for a,reading,0.0355453957956068,reading,0.0355453957956068,reading,0.0355453957956068,False,0.0
ai for au,reading,0.0,reading,0.0,reading,0.0,False,0.0
ai for m,variant,0.9386522159315634,variant,0.9386522159315634,variant,0.9386522159315634,False,0.0
ai for r,reading,0.0,reading,0.0,reading,0.0,False,0.0
ai for ā,reading,0.0,reading,0.0,reading,0.0,False,0.0
ai for ā̊,variant,0.934027841500776,variant,0.934027841500776,variant,0.934027841500776,False,0.0
ai for ē,reading,0.0,reading,0.0,reading,0.0,False,0.0
ai for ī,reading,0.0,reading,0.0,reading,0.0,False,0.0
ai for ϑ,reading,0.0,reading,0.0,reading,0.0,False,0.0
ai inserted,reading,0.3656144386785062,reading,0.3656144386785062,reading,0.3656144386785062,False,0.0
au for h,reading,0.0,reading,0.0,reading,0.0,False,0.0
au for i,reading,0.0,reading,0.0,reading,0.0,False,0.0
au for v,reading,0.0,reading,0.0,reading,0.0,False,0.0
au for āu,reading,0.0,reading,0.0,reading,0.0,False,0.0
au for ō,reading,0.0,reading,0.0,reading,0.0,False,0.0
aē for ā,reading,0.0,reading,0.0,reading,0.0,False,0.0
aē for ū,reading,0.0,reading,0.0,reading,0.0,False,0.0
aō for ai,reading,0.0,reading,0.0,reading,0.0,False,0.0
aō for d,reading,0.0,reading,0.0,reading,0.0,False,0.0
aō for m,reading,0.0,reading,0.0,reading,0.0,False,0.0
aō for ą,reading,0.0,reading,0.0,reading,0.0,False,0.0
aō inserted,reading,0.0,reading,0.0,reading,0.0,False,0.0
