feature,total_freq,doc_freq,prevalence,entropy,entropy_norm,gini,idf_like,idf_norm,weighted_score,prior_mult,eligible,final_raw,variant_likelihood,label,punct_penalty_applied,singleton_demoted,lexical_whitelist_applied
a for ā,45.0,8,0.8,2.8049671980944613,0.8443792634799852,0.42,0.10536051565782635,0.11771281421330697,0.21773230200135085,0.42,True,0.09144756684056736,0.0948012382318349,reading,True,False,False
a for āi,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
a for ā̊,5.0,3,0.3,1.3709505944546687,0.4126972515042214,0.78,0.9162907318741551,0.5934019907599334,0.7623477692614024,0.42,True,0.320186063089789,0.33192829830462967,reading,True,False,False
a for ą,6.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.42,True,0.38398006770579923,0.3980618307572646,reading,True,False,False
a for ē,4.0,2,0.2,0.8112781244591328,0.24421905028821556,0.85,1.2039728043259361,0.762155411726687,0.9248480312401378,0.72,True,0.6658905824928992,0.6903108953932338,reading,False,False,False
a for ī,5.0,3,0.3,1.3709505944546687,0.4126972515042214,0.78,0.9162907318741551,0.5934019907599334,0.7623477692614024,0.72,True,0.5488903938682097,0.5690199399507937,reading,False,False,False
a for ō,11.0,7,0.7,2.73215889136457,0.8224617792207841,0.4090909090909091,0.22314355131420976,0.1868039815198666,0.2797234368228334,0.72,True,0.20140087451244004,0.20878688131791584,reading,False,False,False
a for ōi,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
a for ū,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
a for ə,139.0,10,1.0,3.129812853912745,0.9421675498424263,0.25539568345323743,-0.0953101798043249,0.0,0.04682235695352663,0.72,True,0.03371209700653917,0.0349484261859429,reading,False,False,False
a for ə̄,5.0,4,0.4,1.9219280948873623,0.5785580060704263,0.66,0.6931471805599453,0.46250666826028447,0.6072325529538983,0.72,True,0.4372074381268068,0.45324121713211973,reading,False,False,False
a for ϑ,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
a for ṇ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
a for ạ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.42,False,0.0,0.0,reading,True,True,False
a inserted,294.0,10,1.0,2.974457634892926,0.8954009689345133,0.36394557823129253,-0.0953101798043249,0.0,0.08331314682962301,0.42,True,0.03499152166844167,0.03627477139515078,reading,True,False,False
ai deleted,16.0,5,0.5,2.149397470347699,0.64703311117894,0.625,0.5108256237659907,0.35555740248662016,0.5050910648940092,1.0,True,0.5050910648940092,0.5236143511097389,reading,False,False,False
ai for a,207.0,10,1.0,3.170165130267071,0.9543147954184008,0.21497584541062803,-0.0953101798043249,0.0,0.03428794832767938,1.0,True,0.03428794832767938,0.03554539579560683,reading,False,False,False
ai for au,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
ai for aē,27.0,7,0.7,2.383068983003922,0.7173752456206387,0.5592592592592592,0.22314355131420976,0.1868039815198666,0.33828283108495005,0.72,True,0.24356363838116402,0.25249588703700887,reading,False,False,False
ai for i,12.0,6,0.6,2.5220552088742005,0.7592142685917218,0.48333333333333334,0.3566749439387324,0.2651330867011423,0.3759929627966087,0.72,True,0.2707149332135583,0.2806429056908365,reading,False,False,False
ai for ii,275.0,10,1.0,3.0796084872647067,0.9270545295680543,0.2861818181818182,-0.0953101798043249,0.0,0.057541494690546216,0.72,True,0.04142987617719327,0.04294924071885949,reading,False,False,False
ai for m,7.0,2,0.2,0.9852281360342515,0.29658322151842303,0.8142857142857143,1.2039728043259361,0.762155411726687,0.9054466255655247,1.0,True,0.9054466255655247,0.9386522159315634,variant,False,False,False
ai for r,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
ai for u,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,0.72,True,0.5378963190213976,0.5576226776211316,reading,False,False,False
ai for ā,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
ai for āi,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,0.42,True,0.3137728527624819,0.3252798952789934,reading,True,False,False
ai for ā̊,4.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,True,0.9009858421649845,0.9340278415007761,variant,False,False,False
ai for ē,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
ai for ī,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
ai for ə,22.0,7,0.7,2.6647069161207506,0.8021567114056103,0.4636363636363636,0.22314355131420976,0.1868039815198666,0.2974208140222318,0.72,True,0.2141429860960069,0.22199628641795918,reading,False,False,False
ai for ϑ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
ai inserted,22.0,7,0.7,2.313100666415769,0.696312683581491,0.6,0.22314355131420976,0.1868039815198666,0.35268052867796473,1.0,True,0.35268052867796473,0.36561443867850624,reading,False,False,False
au deleted,9.0,4,0.4,1.8365916681089791,0.55286918188735,0.7,0.6931471805599453,0.46250666826028447,0.6223703177905135,0.72,True,0.44810662880916974,0.4645401155950422,reading,False,False,False
au for a,36.0,6,0.6,1.9539684039196084,0.588203100159476,0.6944444444444444,0.3566749439387324,0.2651330867011423,0.4629729742608356,0.72,True,0.3333405414678016,0.3455651929931856,reading,False,False,False
au for aō,60.0,7,0.7,2.6810412667965324,0.8070738409187148,0.43666666666666665,0.22314355131420976,0.1868039815198666,0.28969496387718663,0.72,True,0.20858037399157436,0.21622967574123134,reading,False,False,False
au for h,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
au for i,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
au for u,7.0,5,0.5,2.235926350629032,0.6730808996348389,0.5857142857142857,0.5108256237659907,0.35555740248662016,0.4900600786314009,0.72,True,0.35284325661460864,0.36578313436305787,reading,False,False,False
au for uu,49.0,9,0.9,2.851323287340066,0.8583338368245886,0.4306122448979592,0.0,0.055908659020217785,0.16098629385957205,0.72,True,0.11591013157889188,0.12016092255851302,reading,False,False,False
au for v,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
au for āu,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.3024,False,0.0,0.0,reading,True,True,False
au for ō,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.72,False,0.0,0.0,reading,False,False,False
au inserted,3.0,3,0.3,1.584962500721156,0.47712125471966244,0.7,0.9162907318741551,0.5934019907599334,0.7294629686183141,0.72,True,0.525213337405186,0.5444745709712883,reading,False,False,False
aē deleted,10.0,4,0.4,1.8464393446710154,0.55583362792012,0.7,0.6931471805599453,0.46250666826028447,0.6217774285839596,0.72,True,0.4476797485804509,0.46409758031873694,reading,False,False,False
aē for a,98.0,9,0.9,1.9466837834561947,0.5860102108929608,0.6979591836734694,0.0,0.055908659020217785,0.2822877537397752,0.72,True,0.20324718269263814,0.21070089945626064,reading,False,False,False
aē for ai,27.0,8,0.8,2.5787805576388956,0.7762903000843958,0.5222222222222223,0.10536051565782635,0.11771281421330697,0.2569056502360243,0.72,True,0.1849720681699375,0.19175557870649032,reading,False,False,False
aē for au,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,0.72,True,0.5378963190213976,0.5576226776211316,reading,False,False,False
aē for e,13.0,4,0.4,1.5465935642949382,0.4655710539536465,0.7615384615384615,0.6931471805599453,0.46250666826028447,0.6552145587618697,0.72,True,0.4717544823085462,0.48905521064589713,reading,False,False,False
aē for i,8.0,4,0.4,1.75,0.5268024924119671,0.725,0.6931471805599453,0.46250666826028447,0.6338336556855901,0.72,True,0.45636023209362486,0.47309640460604274,reading,False,False,False
aē for ā,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
aē for ē,10.0,4,0.4,1.6854752972273344,0.5073786214160919,0.74,0.6931471805599453,0.46250666826028447,0.6414684298847653,0.72,True,0.461857269517031,0.4787950357708739,reading,False,False,False
aē for ī,71.0,6,0.6,2.5261277916079212,0.760440238154395,0.4915492957746479,0.3566749439387324,0.2651330867011423,0.3778017594944027,0.72,True,0.27201726683596994,0.281993000004563,reading,False,False,False
aē for ū,4.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
aē for ə,12.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.72,True,0.6487098063587888,0.6725000458805589,reading,False,False,False
aē for ə̄,7.0,5,0.5,2.2359263506290326,0.673080899634839,0.5857142857142857,0.5108256237659907,0.35555740248662016,0.4900600786314009,0.72,True,0.35284325661460864,0.36578313436305787,reading,False,False,False
aē inserted,9.0,4,0.4,1.6577427265048887,0.49903028577176306,0.7444444444444445,0.6931471805599453,0.46250666826028447,0.6442492081247422,0.72,True,0.4638594298498144,0.4808706216529723,reading,False,False,False
aō deleted,8.0,4,0.4,1.5487949406953985,0.4662337342819318,0.75,0.6931471805599453,0.46250666826028447,0.6521974073115973,0.72,True,0.46958213326435,0.4868031946942799,reading,False,False,False
aō for a,1232.0,7,0.7,1.6522495287091732,0.4973766684631374,0.7271103896103897,0.22314355131420976,0.1868039815198666,0.4242453291042329,0.72,True,0.30545663695504766,0.316658697545844,reading,False,False,False
aō for ai,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
aō for au,7.0,3,0.3,1.4488156357251847,0.4361369645402605,0.7571428571428571,0.9162907318741551,0.5934019907599334,0.7519455409399087,0.72,True,0.5414007894767343,0.5612556680875922,reading,False,False,False
aō for d,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
aō for m,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
aō for o,17.0,3,0.3,1.548565226030918,0.46616458327747934,0.7352941176470589,0.9162907318741551,0.5934019907599334,0.7404778323185154,0.72,True,0.5331440392693311,0.5526961167460299,reading,False,False,False
aō for u,5.0,4,0.4,1.9219280948873623,0.5785580060704263,0.66,0.6931471805599453,0.46250666826028447,0.6072325529538983,0.72,True,0.4372074381268068,0.45324121713211973,reading,False,False,False
aō for ā,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.72,True,0.658251544638513,0.6823917098695964,reading,False,False,False
aō for āi,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.72,True,0.658251544638513,0.6823917098695964,reading,False,False,False
aō for āu,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.72,True,0.658251544638513,0.6823917098695964,reading,False,False,False
aō for ą,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
aō for ō,85.0,8,0.8,2.6676471928877774,0.8030418229080393,0.4929411764705882,0.10536051565782635,0.11771281421330697,0.24423508423338708,0.72,True,0.17584926064803869,0.18229820899063426,reading,False,False,False
aō for ōi,62.0,8,0.8,2.919113141630534,0.8787406163677102,0.3387096774193548,0.10536051565782635,0.11771281421330697,0.19053745077864453,0.72,True,0.13718696456062407,0.1422180442732633,reading,False,False,False
aō for ū,3.0,2,0.2,0.9182958340544896,0.276434590943675,0.8333333333333334,1.2039728043259361,0.762155411726687,0.9142382564423792,0.72,True,0.658251544638513,0.6823917098695964,reading,False,False,False
aō inserted,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
b deleted,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.42,False,0.0,0.0,reading,True,True,False
b for d,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
b for e,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.72,False,0.0,0.0,reading,False,False,False
b for z,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
b for β,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,1.0,True,0.7470782208630522,0.7744759411404606,variant,False,False,False
c deleted,12.0,5,0.5,2.188721875540867,0.658870936703728,0.6166666666666667,0.5108256237659907,0.35555740248662016,0.5006401664557183,0.42,True,0.21026886991140167,0.21798009414468766,reading,True,False,False
c for h,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,False,0.0,0.0,reading,False,False,False
c for j,5.0,3,0.3,1.3709505944546687,0.4126972515042214,0.78,0.9162907318741551,0.5934019907599334,0.7623477692614024,1.0,True,0.7623477692614024,0.7903054721538801,variant,False,False,False
c for m,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
c for s,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
c for t,5.0,3,0.3,1.5219280948873621,0.45814600780483383,0.74,0.9162907318741551,0.5934019907599334,0.7432580180012798,1.0,True,0.7432580180012798,0.7705156393620193,variant,False,False,False
c for ą,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
c for ŋ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
c inserted,19.0,9,0.9,2.925853014561283,0.8807695202868293,0.38421052631578945,0.0,0.055908659020217785,0.1448987275215815,0.42,True,0.06085746555906423,0.06308930122448232,reading,True,False,False
d deleted,9.0,4,0.4,1.657742726504889,0.4990302857717631,0.7444444444444445,0.6931471805599453,0.46250666826028447,0.6442492081247422,0.42,True,0.2705846674123917,0.28050786263090044,reading,True,False,False
d for aē,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
d for g,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d for h,4.0,3,0.3,1.5,0.4515449934959718,0.75,0.9162907318741551,0.5934019907599334,0.7470782208630522,1.0,True,0.7470782208630522,0.7744759411404606,variant,False,False,False
d for i,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
d for m,6.0,2,0.2,0.6500224216483541,0.1956762467702946,0.8666666666666667,1.2039728043259361,0.762155411726687,0.9387232586103886,1.0,True,0.9387232586103886,0.9731492083156194,variant,False,False,False
d for p,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d for s,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
d for u,3.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
d for δ,51.0,8,0.8,2.685392078684488,0.8083835658024809,0.492156862745098,0.10536051565782635,0.11771281421330697,0.24297065722312622,1.0,True,0.24297065722312622,0.25188115938517164,reading,False,False,False
d for ϑ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d for ẏ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
d inserted,16.0,6,0.6,2.3522170014624826,0.708087873750994,0.5875,0.3566749439387324,0.2651330867011423,0.4122599084314209,0.42,True,0.17314916154119678,0.17949908871307066,reading,True,False,False
e deleted,41.0,8,0.8,2.49752015554313,0.7518284815938542,0.5536585365853659,0.10536051565782635,0.11771281421330697,0.26965709252491854,0.42,True,0.11325597886046579,0.11740943366868983,reading,True,False,False
e for a,68.0,9,0.9,3.0693999628373207,0.9239814575039428,0.2852941176470588,0.0,0.055908659020217785,0.11152723791097614,1.0,True,0.11152723791097614,0.11561729432309717,reading,False,False,False
e for ai,11.0,6,0.6,2.4130884364257574,0.726412001554049,0.5545454545454546,0.3566749439387324,0.2651330867011423,0.4003564465071736,1.0,True,0.4003564465071736,0.41503878314387693,reading,False,False,False
e for aē,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
e for i,230.0,9,0.9,2.955625441992292,0.8897319139872922,0.3660869565217391,0.0,0.055908659020217785,0.13857535633297632,0.72,True,0.09977425655974295,0.10343329398818286,reading,False,False,False
e for o,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
e for ē,63.0,9,0.9,2.4831439152416928,0.7475008020382481,0.5634920634920635,0.0,0.055908659020217785,0.21637285546536625,0.3024,True,0.06543115149272676,0.06783071868122745,reading,True,False,False
e for ī,13.0,3,0.3,1.2957378005380122,0.3900559444776144,0.7923076923076923,0.9162907318741551,0.5934019907599334,0.7699529537436467,0.72,True,0.5543661266954256,0.574696485212537,reading,False,False,False
e for ō,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
e for ū,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
e for ə,16.0,8,0.8,2.952819531114783,0.8888872506480022,0.2875,0.10536051565782635,0.11771281421330697,0.17570570456774745,0.72,True,0.12650810728877815,0.13114755954361462,reading,False,False,False
e for ə̄,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
e inserted,125.0,9,0.9,2.171462187102721,0.6536752527680312,0.6376,0.0,0.055908659020217785,0.25366494944639373,0.42,True,0.10653927876748537,0.11044641094817768,reading,True,False,False
f deleted,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.42,False,0.0,0.0,reading,True,True,False
f for h,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
f for p,12.0,4,0.4,1.7841591278514217,0.537085414520966,0.7166666666666667,0.6931471805599453,0.46250666826028447,0.629693737930457,1.0,True,0.629693737930457,0.6527865981028818,reading,False,False,False
f for ẏ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
f inserted,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.42,False,0.0,0.0,reading,True,True,False
g deleted,4.0,4,0.4,2.0,0.6020599913279624,0.6,0.6931471805599453,0.46250666826028447,0.587532155902391,0.42,True,0.24676350547900422,0.25581310337783764,reading,True,False,False
g for a,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
g for d,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,False,0.0,0.0,reading,False,False,False
g for o,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
g for p,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
g for γ,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,1.0,False,0.0,0.0,reading,False,False,False
g inserted,11.0,5,0.5,2.16264411804726,0.6510207494785012,0.6090909090909091,0.5108256237659907,0.35555740248662016,0.5003162645068243,0.42,True,0.2101328310928662,0.2178390663525842,reading,True,False,False
h deleted,144.0,9,0.9,3.1117232728629385,0.9367220433374398,0.2222222222222222,0.0,0.055908659020217785,0.09321114688806759,0.42,True,0.03914868169298839,0.04058438762082912,reading,True,False,False
h for a,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for ai,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for au,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,0.72,False,0.0,0.0,reading,False,True,False
h for g,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for i,2.0,2,0.2,1.0,0.3010299956639812,0.8,1.2039728043259361,0.762155411726687,0.9009858421649845,0.72,False,0.0,0.0,reading,False,False,False
h for m,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for v,2.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h for δ,1.0,1,0.1,-0.0,-0.0,0.9,1.6094379124341003,1.0,1.13283137373023,1.0,False,0.0,0.0,reading,False,True,False
h inserted,53.0,9,0.9,2.818566441582356,0.8484730436881797,0.44339622641509435,0.0,0.055908659020217785,0.16615444786613764,0.42,True,0.0697848681037778,0.07234409984485893,reading,True,False,False
i deleted,431.0,10,1.0,3.1619537876972554,0.9518429350002138,0.20208816705336427,-0.0953101798043249,0.0,0.031560400822000845,0.42,True,0.013255368345240354,0.013741484609849653,reading,True,False,False
i for a,208.0,9,0.9,3.0964856012011115,0.9321350471031509,0.25961538461538464,0.0,0.055908659020217785,0.10347683673321598,1.0,True,0.10347683673321598,0.10727165948247586,reading,False,False,False
i for ai,7.0,5,0.5,2.1280852788913944,0.6406175022772587,0.6142857142857143,0.5108256237659907,0.35555740248662016,0.503695615245774,1.0,True,0.503695615245774,0.5221677259111317,reading,False,False,False
i for au,35.0,7,0.7,2.5858673024119985,0.7784236228327147,0.5,0.22314355131420976,0.1868039815198666,0.31125834082771997,0.72,True,0.22410600539595837,0.232324681134133,reading,False,False,False
i for aē,11.0,4,0.4,1.9808259362290785,0.5962880229941411,0.6272727272727273,0.6931471805599453,0.46250666826028447,0.5955047313873372,0.72,True,0.42876340659888273,0.4444875162719156,reading,False,False,False
