xml_id,our_index,our_word,canon_indexes,canon_words,relation,matched
Y0.3,,,20,xšnaōϑrāica.,grouped,True
Y0.3,,,21,frasastaiiaēca.,grouped,True
Y0.3,17,ātrō.,22,āϑrō.,substitution,True
Y0.3,18,ahurahe.,23,ahurahe.,equal,True
Y0.3,19,mazdā̊.,24,mazdā̊.,equal,True
Y0.3,20,puϑrahe.,25,puϑra.,substitution,True
Y0.3,21,tauua.,26,tauua.,equal,True
Y0.3,22,ātarš.,27,ātarš.,equal,True
Y0.3,23,puϑra.,28,puϑra.,equal,True
Y0.3,24,ahurahe.,29,ahurahe.,equal,True
Y0.3,25,mazdā̊.,30,mazdā̊.,equal,True
Y0.3,26,xšnaōϑra.,31,xšnaōϑra.,equal,True
Y0.3,,,32,yasnāica.,grouped,True
Y0.3,,,33,vaɱāica.,grouped,True
Y0.3,,,34,xšnaōϑrāica.,grouped,True
Y0.3,,,35,frasastaiiaēca.,grouped,True
Y0.3,27,tauua.,36,tauua.,equal,True
Y0.3,28,ātarš.,37,ātarš.,equal,True
Y0.3,29,puϑra.,38,puϑra.,equal,True
Y0.3,30,ahurahe.,39,ahurahe.,equal,True
Y0.3,31,mazdā̊.,40,mazdā̊.,equal,True
Y0.3,32,xšnaōϑra.,41,xšnaōϑra.,equal,True
Y0.3,,,42,yasnāica.,grouped,True
Y0.3,,,43,vaɱāica.,grouped,True
Y0.3,,,44,xšnaōϑrāica.,grouped,True
Y0.3,,,45,frasastaiiaēca.,grouped,True
Y0.3,,,46,zōd.,grouped,True
Y0.3,33,yaϑā.,47,yaϑā.,equal,True
Y0.3,34,ahī.,48,ahū.,substitution,True
Y0.3,35,vairiiō.,49,vairiiō.,equal,True
Y0.3,36,yō.,,,grouped,True
Y0.3,37,zaōtā.,50,zaōtā.,equal,True
Y0.3,38,frā.mē.,51,frā.,substitution,True
Y0.3,,,52,mē.,grouped,True
Y0.3,39,mrīte.,53,mrūtē.,substitution,True
Y0.3,40,aϑā.,54,aϑā.,equal,True
Y0.3,41,ratuš.,55,ratuš.,equal,True
Y0.3,42,aṣ̌āt̰.cit̰.,56,aṣ̌āt̰cīt̰.,substitution,True
Y0.3,43,haca.,57,hacā.,substitution,True
Y0.3,44,frā.,58,frā.,equal,True
Y0.3,45,aṣ̌auua.,59,aṣ̌auuā.,substitution,True
Y0.3,46,vīδuuā̊.,60,vīδuuā̊.,equal,True
Y0.3,47,mraōtī.,61,mraōtū.,substitution,True
Y0.3,,,62,zōd.,grouped,True
Y0.3,48,yaϑā.,63,yaϑā.,equal,True
Y0.3,49,ahī.,64,ahū.,substitution,True
Y0.3,50,vairiiō.,65,vairiiō.,equal,True
Y0.3,51,yō.,66,yō.,equal,True
Y0.3,52,zaōtā.,67,zaōtā.,equal,True
Y0.3,53,frā.mē.,68,frā.,substitution,True
Y0.3,54,mrītē.,69,mē.,substitution,True
Y0.3,55,yaϑā.,,,grouped,True
Y0.3,56,ahī.,,,grouped,True
Y0.3,57,vairiiō.,,,grouped,True
Y0.3,58,yō.,,,grouped,True
Y0.3,59,zaōtā.,,,grouped,True
Y0.3,60,frā.mē.,70,mrūtē.,substitution,True
Y0.3,61,mrītē.,71,rāspīg,substitution,True
Y0.3,62,aϑā.,72,aϑā.,equal,True
Y0.3,63,ratuš.,73,ratuš.,equal,True
Y0.3,64,aṣ̌āt̰.cīt̰.,74,aṣ̌āt̰cīt̰.,substitution,True
Y0.3,65,haca.,75,hacā.,substitution,True
Y0.3,66,frā.,76,frā.,equal,True
Y0.3,67,aṣ̌auua.,77,aṣ̌auuā.,substitution,True
Y0.3,68,vīδuuā.,78,vīδuuā̊.,substitution,True
Y0.3,69,mraōtē.,79,mraōtū.,substitution,True
Y0.6,,,0,yašt.,grouped,True
Y0.6,,,1,būn.,grouped,True
Y0.6,0,frastuiiē.,2,fərastuiiē.,substitution,True
Y0.6,1,humatōibiiascā.,3,humatōibiiascā.,equal,True
Y0.6,2,hīxtōibiiascā.,4,hūxtōibiiascā.,substitution,True
Y0.6,3,huuarəštōibiiscā.,5,huuarštōibiiascā.,substitution,True
Y0.6,4,mąϑβōibiiascā.,6,mąϑβōibiiascā.,equal,True
Y0.6,5,vaxəδβōibiiascā.,7,vaxəδβōibiiascā.,equal,True
Y0.6,6,varəštuuōibiiascā.,8,varštuuōibiiascā.,substitution,True
Y0.6,7,aibī.gairiiā.,9,aibī.gairiiā.,equal,True
Y0.6,8,daiϑī.,10,daiϑē.,substitution,True
Y0.6,9,vīspā.,11,vīspā.,equal,True
Y0.6,10,humatācā.,12,humatācā.,equal,True
Y0.6,11,hīxtācā.,13,hūxtācā.,substitution,True
Y0.6,12,huuarštācā.,14,huuarštācā.,equal,True
Y0.6,13,paitirəciiā.,15,paitī.riciiā.,substitution,True
Y0.6,14,diiϑə̄.,16,daiϑē.,substitution,True
Y0.6,15,vīspā.,17,vīspā.,equal,True
Y0.6,16,dušmatācā.,18,dušmatācā.,equal,True
Y0.6,17,dužīxtācā.,19,dužūxtācā.,substitution,True
Y0.6,18,dužuuarəštācā.,20,dužuuarštācā.,substitution,True
Y0.7,0,frā.,0,fərā.,substitution,True
Y0.7,1,vīrāhə̄.,1,və̄.,substitution,True
Y0.7,,,2,rāhī.,grouped,True
Y0.7,2,aməṣ̌ā.,3,aməṣ̌ā.,equal,True
Y0.7,3,spəṇtā.,4,spəṇtā.,equal,True
Y0.7,4,yasnəmcā.,5,yasnəmcā.,equal,True
Y0.7,5,vahməmcā.,6,vaɱəmcā.,substitution,True
Y0.7,6,pərā.,7,fərā.,substitution,True
Y0.7,7,manaŋhā.,8,manaŋhā.,equal,True
Y0.7,8,frā.,9,fərā.,substitution,True
Y0.7,9,vacaŋhā.,10,vacaŋhā.,equal,True
Y0.7,10,frā.,11,fərā.,substitution,True
Y0.7,11,š́iiōϑanā.,12,š́iiaōϑanā.,substitution,True
Y0.7,12,frā.,13,fərā.,substitution,True
Y0.7,13,aŋhā̊.,14,aŋhuiiā.,substitution,True
Y0.7,,,15,fərā.,grouped,True
Y0.7,14,fərātanuuascīt̰.,16,tanuuascīt̰.,substitution,True
Y0.7,15,xᵛax́iiā̊.,17,xᵛax́iiā̊.,equal,True
Y0.7,16,uštanəm.,18,uštanəm.,equal,True
Y1.1,,,0,niuuaēδaiiemi.,grouped,True
Y1.1,,,1,hād.,grouped,True
Y1.1,,,2,būn.,grouped,True
Y1.1,,,3,zōt.,grouped,True
Y1.1,,,4,ud.,grouped,True
Y1.1,,,5,rāspīg.,grouped,True
Y1.1,0,ńiuuaēaiiemi.,6,ńiuuaēδaiiemi.,substitution,True
Y1.1,1,haṇkāraiiemi.,7,haṇkāraiiemi.,equal,True
Y1.1,2,daϑušō.,8,daϑušō.,equal,True
Y1.1,3,ahurahe.,9,ahurahe.,equal,True
Y1.1,4,mazdā̊.,10,mazdā̊.,equal,True
Y1.1,5,raēuuatō.,11,raēuuatō.,equal,True
Y1.1,6,xᵛarənaŋᵛhatō.,12,xᵛarənaŋᵛhatō.,equal,True
Y1.1,7,mazištaheca,13,mazištaheca.,substitution,True
Y1.1,8,vahištaheca.,14,vahištaheca.,equal,True
Y1.1,9,sraēštaheca.,15,sraēštaheca.,equal,True
Y1.1,10,xraōždištaheca.,16,xraōždištaheca.,equal,True
Y1.1,11,xraϑβištaheca.,17,xraϑβištaheca.,equal,True
Y1.1,12,hukərəftəmaheca.,18,hukərəptəmaheca.,substitution,True
Y1.1,13,aṣ̌āt̰.,19,aṣ̌āt̰.,equal,True
Y1.1,14,apnōtəmaheca.,20,apanō.təmaheca.,substitution,True
Y1.1,15,huδā̊.,,,grouped,True
Y1.1,16,manō.,21,huδāmanō.,substitution,True
Y1.1,17,vaōuru.rafnaŋhō.,22,vouru.rafnaŋhō.,substitution,True
Y1.1,18,yō.,23,yō.,equal,True
Y1.1,19,nō.,24,nō.,equal,True
Y1.1,20,daδa.,25,daδa.,equal,True
Y1.1,21,yō.,26,yō.,equal,True
Y1.1,22,tataša.,27,tataša.,equal,True
Y1.1,23,yō.,28,yō.,equal,True
Y1.1,24,tuϑruiiē.,29,tuϑruiiē.,equal,True
Y1.1,25,yō.,30,yō.,equal,True
Y1.1,26,maińiiu.,31,maińiiuš.,substitution,True
Y1.1,27,spəṇtōtəmō.,32,spəṇtō.təmō.,substitution,True
Y1.10,,,0,ńiuuaēδaiiemi.,grouped,True
Y1.10,,,1,haṇkāraiiemi.,grouped,True
Y1.10,,,2,vīspaēibiiō.,grouped,True
Y1.10,0,aēibiiō,3,aēibiiō.,substitution,True
Y1.10,1,ratubiiō.,4,ratubiiō.,equal,True
Y1.10,2,yōi.,5,yōi.,equal,True
Y1.10,3,həṇti.,6,həṇti.,equal,True
Y1.10,4,aṣ̌ahe.,7,aṣ̌ahe.,equal,True
Y1.10,5,ratauuō.,8,ratauuō.,equal,True
Y1.10,6,ϑraiiasca.,9,ϑraiiasca.,equal,True
Y1.10,7,ϑrisąsca.,10,ϑrisąsca.,equal,True
Y1.10,8,nazdišta.,11,nazdišta.,equal,True
Y1.10,9,pairišhāuuanaiiō.,12,pairiš.hāuuanaiiō.,substitution,True
Y1.10,10,yōi.,13,yōi.,equal,True
Y1.10,11,həṇti.,14,həṇti.,equal,True
Y1.10,12,aṣ̌ahe.,15,aṣ̌ahe.,equal,True
Y1.10,13,yat̰.,16,yat̰.,equal,True
Y1.10,14,vahištahe.,17,vahištahe.,equal,True
Y1.10,15,mazdā̊.,,,grouped,True
Y1.10,16,frasāsta.,18,mazdō.frasāsta.,substitution,True
Y1.10,17,zaraϑuštrō.fraōxta.,19,zaraϑuštrō.fraōxta.,equal,True
Y1.11,,,0,ńiuuaēδaiiemi.,grouped,True
Y1.11,0,ṇ.,1,haṇkāraiiemi.,substitution,True
Y1.11,,,2,ahuraēibiia.,grouped,True
Y1.11,,,3,miϑraēibiia.,grouped,True
Y1.11,1,birṇbii.,4,bərəzaṇbiia.,substitution,True
Y1.11,2,aiϑiiecaŋhaēbiia.,5,aiϑiiejaŋhaēibiia.,substitution,True
Y1.11,3,aṣ̌auuanaēibiia.,6,aṣ̌auuanaēibiia.,equal,True
Y1.11,4,stārąmca.,7,stārąmca.,equal,True
Y1.11,5,spəṇtō.maińiiauuanąm.,8,spəṇtō.maińiiauuanąm.,equal,True
Y1.11,6,dāmanąm.,9,dāmanąm.,equal,True
Y1.11,7,tištriiheca.,10,tištriieheca.,substitution,True
Y1.11,8,stārō.,11,stārō.,equal,True
Y1.11,9,raēuuatō.,12,raēuuatō.,equal,True
Y1.11,10,xᵛarənaŋhatō.,13,xᵛarənaŋᵛhatō.,substitution,True
Y1.11,11,mā̊ŋhaheca.,14,mā̊ŋhaheca.,equal,True
Y1.11,12,gaōciϑrahe.,15,gaōciϑrahe.,equal,True
Y1.11,13,huuarəca,16,huuarəca.,substitution,True
Y1.11,14,xšaētahe.,17,xšaētahe.,equal,True
Y1.11,15,auruuat̰.aspahe.,18,auruuat̰.aspahe.,equal,True
Y1.11,16,dōiϑrahe.,19,dōiϑrahe.,equal,True
Y1.11,17,ahurahe.,20,ahurahe.,equal,True
Y1.11,18,mazdā̊.,21,mazdā̊.,equal,True
Y1.11,19,miϑrahe.,22,miϑrahe.,equal,True
Y1.11,20,dax́iiunąm.,23,dax́iiunąm.,equal,True
Y1.11,21,daŋ́hupatōiš.,24,daiŋ́hu.patōiš.,substitution,True
Y1.13,0,ńiuuaēδaiiemi.,0,ńiuuaēδaiiemi.,equal,True
Y1.13,1,haṇkāraiiemi.,1,haṇkāraiiemi.,equal,True
Y1.13,2,tauu,2,tauua.,substitution,True
Y1.13,3,a.,,,grouped,True
Y1.13,4,āϑrō.,3,āϑrō.,equal,True
Y1.13,5,ahurahe.,4,ahurahe.,equal,True
Y1.13,6,mazdā̊.,5,mazdā̊.,equal,True
Y1.13,7,puϑra.,6,puϑra.,equal,True
Y1.13,8,mat̰.,7,mat̰.,equal,True
Y1.13,9,vīs,,,grouped,True
Y1.13,10,paēibiiō.,8,vīspaēibiiō.,substitution,True
Y1.13,11,ātərəbiiō.,9,ātərəbiiō.,equal,True
Y1.13,12,ńiuuaēδaiiemi.,10,ńiuuaēδaiiemi.,equal,True
Y1.13,13,haṇkā,,,grouped,True
Y1.13,14,raiiemi.,11,haṇkāraiiemi.,substitution,True
Y1.13,15,aiβiiō.,12,aiβiiō.,equal,True
Y1.13,16,vaŋhaēibiiō.,13,vaŋᵛhībiiō.,substitution,True
Y1.13,17,vīspaną,14,vīspanąmca.,substitution,True
Y1.13,18,mca.,,,grouped,True
Y1.13,19,apąm.,15,apąm.,equal,True
Y1.13,20,mazdaδātanąm.,16,mazdaδātanąm.,equal,True
Y1.13,21,vīspanąmc,17,vīspanąmca.,substitution,True
Y1.13,22,a.,,,grouped,True
Y1.13,23,uruuaranąm.,18,uruuaranąm.,equal,True
Y1.13,24,mazdaδātanam.,19,mazdaδātanąm.,substitution,True
Y1.15,,,0,ńiuuaēδaiiemi.,grouped,True
Y1.15,,,1,haṇkāraiiemi.,grouped,True
Y1.15,0,ōiš.,2,garōiš.,substitution,True
Y1.15,1,uši.darənahe.,3,uši.darənahe.,equal,True
Y1.15,2,mazdaδātahe.,4,mazdaδātahe.,equal,True
Y1.15,3,aṣ̌ahe.,,,grouped,True
Y1.15,4,xᵛāϑrahe.,5,aṣ̌a.xᵛāϑrahe.,substitution,True
Y1.15,5,vīspaēšąmca.,6,vīspaēšąmca.,equal,True
Y1.15,6,gairiinąm.,7,gairinąm.,substitution,True
Y1.15,7,aṣ̌a.,,,grouped,True
Y1.15,8,xᵛāϑranąm.,8,aṣ̌a.xᵛāϑranąm.,substitution,True
Y1.15,9,pouru.xᵛāϑranąm.,9,pouru.xᵛāϑranąm.,equal,True
Y1.15,10,mazdaδātanąm.,10,mazdaδātanąm.,equal,True
Y1.15,11,kāuuaiieheca.,11,kāuuaiieheca.,equal,True
Y1.15,12,xᵛarənaŋhō.,12,xᵛarənaŋhō.,equal,True
Y1.15,13,mazdaδātahe.,13,mazdaδātahe.,equal,True
Y1.15,14,axᵛarətaheca.,14,axᵛarətaheca.,equal,True
Y1.15,15,xᵛarənaŋᵛhō.,15,xᵛarənaŋhō.,substitution,True
Y1.15,16,mazdaδātahe.,16,mazdaδātahe.,equal,True
Y1.15,,,17,ńiuuaēδaiiemi.,grouped,True
Y1.15,,,18,haṇkāraiiemi.,grouped,True
Y1.15,17,.,19,aṣ̌ōiš.,substitution,True
Y1.15,18,vaŋhuiiā̊.,20,vaŋhuiiā̊.,equal,True
Y1.15,19,cistōiš.,21,cistōiš.,equal,True
Y1.15,20,vaŋhuiiā̊.,22,vaŋhuiiā̊.,equal,True
Y1.15,21,ərəϑə̄.,23,ərəϑə̄.,equal,True
Y1.15,22,vaŋhuiiā̊.,24,vaŋhuiiā̊.,equal,True
Y1.15,23,rasąstātō.,25,rasąstātō.,equal,True
Y1.15,24,vaŋhuiiā̊.,26,vaŋhuiiā̊.,equal,True
Y1.15,25,xᵛarənaŋhō.,27,xᵛarənaŋhō.,equal,True
Y1.15,26,sauuaŋhō.,28,sauuaŋhō.,equal,True
Y1.15,27,mazdaδātahe.,29,mazdaδātahe.,equal,True
Y1.17,,,0,ńiuuaēδaiiemi.,grouped,True
Y1.17,0,ṇ.,1,haṇkāraiiemi.,substitution,True
Y1.17,,,2,ā̊ŋhąm.,grouped,True
Y1.17,,,3,asaŋhąmca.,grouped,True
Y1.17,1,aōitanąmca.,4,šōiϑranąmca.,substitution,True
Y1.17,,,5,gaōiiaōitinąmca.,grouped,True
Y1.17,2,maēϑananąmca.,6,maēϑananąmca.,equal,True
Y1.17,3,auuō.xᵛarənanąmca.,7,auuō.xᵛarənanąmca.,equal,True
Y1.17,4,apąmca.,8,apąmca.,equal,True
Y1.17,5,zəmąmca.,9,zəmąmca.,equal,True
Y1.17,6,uruuaranąmca.,10,uruuaranąmca.,equal,True
Y1.17,7,aŋ́hā̊sca.,11,aiŋ́hā̊sca.,substitution,True
Y1.17,8,zəmō.,12,zəmō.,equal,True
Y1.17,9,auuaŋ́heca.,13,auuaŋ́heca.,equal,True
Y1.17,10,ašōnō.,14,ašnō.,substitution,True
Y1.17,11,vātaheca.,15,vātaheca.,equal,True
Y1.17,12,aṣ̌aōnō.,16,aṣ̌aōnō.,equal,True
Y1.17,13,strąm.,17,strąm.,equal,True
Y1.17,14,mā̊ŋhō.,18,mā̊ŋhō.,equal,True
Y1.17,15,hīrō.,19,hūrō.,substitution,True
Y1.17,16,anaγranąm.,20,anaγranąm.,equal,True
Y1.17,17,raōcaŋhąm.,21,raōcaŋhąm.,equal,True
Y1.17,18,xᵛaδātanąm.,22,xᵛaδātanąm.,equal,True
Y1.17,19,vīspanąmca.,23,vīspanąmca.,equal,True
Y1.17,20,spəṇtahe.,24,spəṇtahe.,equal,True
Y1.17,21,maińiiə̄uš.,25,maińiiə̄uš.,equal,True
Y1.17,22,dāmanąm.,26,dāmanąm.,equal,True
Y1.17,23,aṣ̌aōnąm.,27,aṣ̌aōnąm.,equal,True
Y1.17,24,aṣ̌aōninąmca.,28,aṣ̌aōninąmca.,equal,True
Y1.17,25,aṣ̌ahe.,29,aṣ̌ahe.,equal,True
Y1.17,26,raϑβąm,30,raϑβąm.,substitution,True
Y1.17,27,.,,,grouped,True
Y1.19,0,ńiuuaēδaiiemi.,0,ńiuuaēδaiiemi.,equal,True
Y1.19,1,haṇkāraiiemi.,1,haṇkāraiiemi.,equal,True
Y1.19,2,aṣ̌āuną,2,aṣ̌āunąm.,substitution,True
Y1.19,3,frauuašanąm.,3,frauuaṣ̌inąm.,substitution,True
Y1.19,4,uγranąm.,4,uγranąm.,equal,True
Y1.19,5,aiβiϑīranąm.,5,aiβiϑūranąm.,substitution,True
Y1.19,6,paōiriiō.t̰kaēšanąm.,6,paōiriiō.t̰kaēšanąm.,equal,True
Y1.19,7,frauuašanąm.,7,frauuaṣ̌inąm.,substitution,True
Y1.19,8,nabānazdištanąm.,8,nabānazdištanąm.,equal,True
Y1.19,9,frauuašanąm.,9,frauuaṣ̌inąm.,substitution,True
Y1.19,10,hauuahe.,10,hauuahe.,equal,True
Y1.19,11,urune.,11,urunō.,substitution,True
Y1.19,12,frauuašə̄e.,12,frauuaṣ̌ə̄e.,substitution,True
Y1.21,0,hāuuanə̄e.,0,hāuuane.,substitution,True
Y1.21,1,aṣ̌aōm.,1,aṣ̌āum.,substitution,True
Y1.21,2,aṣ̌ahe.,2,aṣ̌ahe.,equal,True
Y1.21,3,ratauuō.,3,ratuuō.,substitution,True
Y1.21,4,sāuuaŋhə̄e.,4,sāuuaŋhe.,substitution,True
Y1.21,5,aṣ̌aōm.,5,aṣ̌āum.,substitution,True
Y1.21,6,aṣ̌ahe.,6,aṣ̌ahe.,equal,True
Y1.21,7,ratauuō.,7,ratuuō.,substitution,True
Y1.21,8,rapiϑβina.,8,rapiϑβina.,equal,True
Y1.21,9,aṣ̌aōm.,9,aṣ̌āum.,substitution,True
Y1.21,10,aṣ̌ahe.,10,aṣ̌ahe.,equal,True
Y1.21,11,ratauuō.,11,ratuuō.,substitution,True
Y1.21,12,uzaiieirəna.,12,uzaiieirina.,substitution,True
Y1.21,13,aṣ̌aōm.,13,aṣ̌āum.,substitution,True
Y1.21,14,aṣ̌ahe.,14,aṣ̌ahe.,equal,True
Y1.21,15,ratuuō.,15,ratuuō.,equal,True
Y1.21,16,aiβisrīϑrəma.,16,aiβisrūϑrima.,substitution,True
Y1.21,17,aibīgaiia.,17,aibigaiia.,substitution,True
Y1.21,18,aṣ̌aōm.,18,aṣ̌āum.,substitution,True
Y1.21,19,aṣ̌ahe.,19,aṣ̌ahe.,equal,True
Y1.21,20,ratauuō.,20,ratuuō.,substitution,True
Y1.21,21,ušahina.,21,ušahina.,equal,True
Y1.21,22,aṣ̌āum.,22,aṣ̌āum.,equal,True
Y1.21,23,aṣ̌ahe.,23,aṣ̌ahe.,equal,True
Y1.21,24,ratauuō.,24,ratuuō.,substitution,True
Y1.22,0,yezi.,0,yezi.,equal,True
Y1.22,1,ϑβā.,1,ϑβā.,equal,True
Y1.22,2,diduuaēša.,2,diduuaēša.,equal,True
Y1.22,3,yezi.,3,yezi.,equal,True
Y1.22,4,manaŋha.,4,manaŋha.,equal,True
Y1.22,5,yezi.,5,yezi.,equal,True
Y1.22,6,vacaŋha.,6,vacaŋha.,equal,True
Y1.22,7,yezi.,7,yezi.,equal,True
Y1.22,8,š́iiaōϑana.,8,š́iiaōϑna.,substitution,True
Y1.22,9,yezi.,9,yezi.,equal,True
Y1.22,10,zaōša.,10,zaōša.,equal,True
Y1.22,11,yezi.,11,yezi.,equal,True
Y1.22,12,azaōša.,12,azaōša.,equal,True
Y1.22,,,13,ā.,grouped,True
Y1.22,13,ā.tē.,14,tē.,substitution,True
Y1.22,14,aŋ́he.,15,aiŋ́he.,substitution,True
Y1.22,15,fraca.,16,fraca.,equal,True
Y1.22,16,stuiiē.,17,stuiiē.,equal,True
Y1.22,,,18,nī.,grouped,True
Y1.22,17,nī.tē.,19,tē.,substitution,True
Y1.22,18,vaēaδaiiemi.,20,vaēδaiiemi.,substitution,True
Y1.22,19,yezi.,21,yezi.,equal,True
Y1.22,20,tē.,22,tē.,equal,True
Y1.22,21,aŋ́he.,23,aiŋ́he.,substitution,True
Y1.22,22,auuā.urīraōϑa.,24,auuā.urūraōδa.,substitution,True
Y1.22,23,yat̰.,25,yat̰.,equal,True
Y1.22,24,yasnaheca.,26,yasnaheca.,equal,True
Y1.22,25,vahmaheca.,27,vaɱaheca.,substitution,True
Y1.23,0,ratauuō.,0,ratauuō.,equal,True
Y1.23,1,vīspe.,1,vīspe.,equal,True
Y1.23,2,mazišta.,2,mazišta.,equal,True
Y1.23,3,aṣ̌aōm.,3,aṣ̌āum.,substitution,True
Y1.23,4,aṣ̌ahe.,4,aṣ̌ahe.,equal,True
Y1.23,5,ratauuō.,5,ratauuō.,equal,True
Y1.23,6,yezi.,6,yezi.,equal,True
Y1.23,7,vō.,7,vō.,equal,True
Y1.23,8,didiuuaēša.,8,diduuaēša.,substitution,True
Y1.23,9,yezi.,9,yezi.,equal,True
Y1.23,10,manaŋha.,10,manaŋha.,equal,True
Y1.23,11,yezi.,11,yezi.,equal,True
Y1.23,12,vacaŋha.,12,vacaŋha.,equal,True
Y1.23,13,yezi.,13,yezi.,equal,True
Y1.23,14,š́iiaōϑana.,14,š́iiaōϑna.,substitution,True
Y1.23,15,yezi.,15,yezi.,equal,True
Y1.23,16,zaōša.,16,zaōša.,equal,True
Y1.23,17,yezi.,17,yezi.,equal,True
Y1.23,18,azaōša.,18,azaōša.,equal,True
Y1.23,19,āuuō.,19,ā.,substitution,True
Y1.23,,,20,vō.,grouped,True
Y1.23,20,aŋ́hē.,21,aiŋ́he.,substitution,True
Y1.23,21,fraca.,22,fraca.,equal,True
Y1.23,22,stuiiē.,23,stuiiē.,equal,True
Y1.23,,,24,nī.,grouped,True
Y1.23,23,nī.vō.,25,vō.,substitution,True
Y1.23,24,vaēδaiiemi.,26,vaēδaiiemi.,equal,True
Y1.23,25,yezi.,27,yezi.,equal,True
Y1.23,,,28,vō.,grouped,True
Y1.23,26,aŋ́hē.,29,aiŋ́he.,substitution,True
Y1.23,27,huuā.urī.raōδa.,30,auuā.urūraōδa.,substitution,True
Y1.23,28,yat̰.,31,yat̰.,equal,True
Y1.23,29,yasnaheca.,32,yasnaheca.,equal,True
Y1.23,30,vahmaheca.,33,vaɱaheca.,substitution,True
Y1.6,,,0,ńiuuaēδaiiemi.,grouped,True
Y1.6,,,1,haṇkāraiiemi.,grouped,True
Y1.6,,,2,aiβisrūϑrimāi.,grouped,True
Y1.6,,,3,aibigaiiāi.,grouped,True
Y1.6,,,4,aṣ̌aōne.,grouped,True
Y1.6,0,e.,5,aṣ̌ahe.,substitution,True
Y1.6,1,raϑβe.,6,raϑβe.,equal,True
Y1.6,,,7,ńiuuaēδaiiemi.,grouped,True
Y1.6,,,8,haṇkāraiiemi.,grouped,True
Y1.6,2,ujiiātə̄e.,9,frādat̰.vīspąm.hujiiātə̄e.,substitution,True
Y1.6,3,zaraϑuštrōtəmāica.,10,zaraϑuštrō.təmāica.,substitution,True
Y1.6,4,aṣ̌aōne.,11,aṣ̌aōne.,equal,True
Y1.6,5,aṣ̌ahe.,12,aṣ̌ahe.,equal,True
Y1.6,6,raϑβe.,13,raϑβe.,equal,True
Y1.6,,,14,ńiuuaēδaiiemi.,grouped,True
Y1.6,,,15,haṇkāraiiemi.,grouped,True
Y1.6,7,šanąm.,16,aṣ̌āunąm.,substitution,True
Y1.6,,,17,frauuaṣ̌inąm.,grouped,True
Y1.6,8,γə̄nąnąmca.,18,γə̄nąnąmca.,equal,True
Y1.6,9,vīrō.vąϑβanąm.,19,vīrō.vąϑβanąm.,equal,True
Y1.6,10,yāiriiaiiā̊sca.,20,yāiriiaiiā̊sca.,equal,True
Y1.6,11,hušitōiš.,,,grouped,True
Y1.6,12,amaheca.,,,grouped,True
Y1.6,13,hušitōiš.,21,hušitōiš.,equal,True
Y1.6,14,amaheca.,22,amaheca.,equal,True
Y1.6,15,hutāštahe.,23,hutāštahe.,equal,True
Y1.6,16,huraōδahe.,24,huraōδahe.,equal,True
Y1.6,17,vərəϑraγnaheca.,25,vərəϑraγnaheca.,equal,True
Y1.6,18,ahuraδātahe.,26,ahuraδātahe.,equal,True
Y1.6,19,vanaiṇtiiā̊sca.,27,vanaiṇtiiā̊sca.,equal,True
Y1.6,20,uparatātō.,28,uparatātō.,equal,True
Y1.7,,,0,ńiuuaēδaiiemi.,grouped,True
Y1.7,,,1,haṇkāraiiemi.,grouped,True
